row_label_raw,row_label_full,col_0,Các khoản dự phòngVND,Lợi nhuậnchưa thực hiệnVND,Tổng cộngVND,numeric__Các khoản dự phòngVND,numeric__Lợi nhuậnchưa thực hiệnVND,numeric__Tổng cộngVND
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,44.924.303.926,-,44.924.303.926,44924303926.0,,44924303926.0
Điều chính do thay đổi thuế suất,Điều chính do thay đổi thuế suất,Điều chính do thay đổi thuế suất,(4.084.027.630),-,(4.084.027.630),-4084027630.0,,-4084027630.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,35.862.837.996,13.524.122.859,49.386.960.855,35862837996.0,13524122859.0,49386960855.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,76.703.114.292,13.524.122.859,90.227.237.151,76703114292.0,13524122859.0,90227237151.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,41.049.885.624,-,41.049.885.624,41049885624.0,,41049885624.0
Bù trừ với tài sản thuế thu nhập doanh nghiệp hoãn lại,Bù trừ với tài sản thuế thu nhập doanh nghiệp hoãn lại,Bù trừ với tài sản thuế thu nhập doanh nghiệp hoãn lại,-,(13.524.122.859),(13.524.122.859),,-13524122859.0,-13524122859.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,117.752.999.916,-,117.752.999.916,117752999916.0,,117752999916.0
