row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Đơn vị: VND Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị: VND Số đầu năm
C.,C.,C.,NỘ PHẢI TRÀ,300,,18.617.834.577.626,15.910.005.640.211,,300.0,,18617834577626.0,15910005640211.0
I.,I.,I.,Nợ ngắn hạn,310,,10.911.813.704.191,9.182.556.758.322,,310.0,,10911813704191.0,9182556758322.0
I.,I.,I.,1. Phải trả người bán ngắn hạn,311,19,2.324.292.611.578,2.443.691.942.435,,311.0,19.0,2324292611578.0,2443691942435.0
I.,I.,I.,2. Người mua trả tiền trước ngắn hạn,312,,204.413.210.666,86.394.987.159,,312.0,,204413210666.0,86394987159.0
I.,I.,I.,3. Thuế và các khoản phải nộp Nhà nước,313,20,1.120.506.288.467,831.958.451.665,,313.0,20.0,1120506288467.0,831958451665.0
I.,I.,I.,4. Phải trả người lao động,314,,174.976.729.026,167.099.222.556,,314.0,,174976729026.0,167099222556.0
I.,I.,I.,5. Chi phí phải trả ngắn hạn,315,21,4.428.629.421.215,3.387.919.324.464,,315.0,21.0,4428629421215.0,3387919324464.0
I.,I.,I.,6. Doanh thu chưa thực hiện ngắn hạn,318,,9.400.833.144,1.012.098.804,,318.0,,9400833144.0,1012098804.0
I.,I.,I.,7. Phải trả ngắn hạn khác,319,22,676.947.707.771,863.179.223.968,,319.0,22.0,676947707771.0,863179223968.0
I.,I.,I.,8. Vay và nợ thuê tài chính ngắn hạn,320,23,1.737.699.131.097,1.180.387.629.702,,320.0,23.0,1737699131097.0,1180387629702.0
I.,I.,I.,9. Dự phòng phải trả ngắn hạn,321,24,,46.932.332.214,,321.0,24.0,,46932332214.0
I.,I.,I.,"10. Quỹ khen thưởng, phúc lợi",322,,234.947.771.227,173.981.545.355,,322.0,,234947771227.0,173981545355.0
II.,II.,II.,Nợ dài hạn,330,,7.706.020.873.435,6.727.448.881.889,,330.0,,7706020873435.0,6727448881889.0
II.,II.,II.,1. Doanh thu chưa thực hiện dài hạn,336,,24.192.820.136,25.055.507.820,,336.0,,24192820136.0,25055507820.0
II.,II.,II.,2. Phải trả dài hạn khác,337,22,208.265.650.343,185.991.047.426,,337.0,22.0,208265650343.0,185991047426.0
II.,II.,II.,3. Vay và nợ thuê tài chính dài hạn,338,23,7.311.935.862.404,6.365.826.626.253,,338.0,23.0,7311935862404.0,6365826626253.0
II.,II.,II.,4. Thuế thu nhập hoãn lại phải trả,341,25,117.752.999.916,90.227.237.151,,341.0,25.0,117752999916.0,90227237151.0
II.,II.,II.,5. Dự phòng phải trả dài hạn,342,24,23.526.331.752,11.071.418.690,,342.0,24.0,23526331752.0,11071418690.0
II.,II.,II.,6. Quỹ phát triển khoa học và công nghệ,343,,20.347.208.884,49.277.044.549,,343.0,,20347208884.0,49277044549.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,43.271.508.764.811,40.843.847.878.227,,400.0,,43271508764811.0,40843847878227.0
I.,I.,I.,Vốn chủ sở hữu,410,26,43.271.508.764.811,40.843.847.878.227,,410.0,26.0,43271508764811.0,40843847878227.0
I.,I.,I.,1. Vốn góp của chủ sở hữu,411,,19.139.500.000.000,19.139.500.000.000,,411.0,,19139500000000.0,19139500000000.0
I.,I.,I.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,19.139.500.000.000,19.139.500.000.000,,,,19139500000000.0,19139500000000.0
I.,I.,I.,2. Thặng dư vốn cổ phần,412,,189.746.727.266,189.746.727.266,,412.0,,189746727266.0,189746727266.0
I.,I.,I.,3. Vốn khác của chủ sở hữu,414,,255.319.038.873,255.851.956.264,,414.0,,255319038873.0,255851956264.0
I.,I.,I.,4. Cổ phiếu quỹ,415,,(40.111.223.937),(40.111.223.937),,415.0,,-40111223937.0,-40111223937.0
I.,I.,I.,5. Quỹ đầu tư phát triển,418,,14.849.893.822.097,13.404.936.846.079,,418.0,,14849893822097.0,13404936846079.0
I.,I.,I.,6. Quỹ khác thuộc vốn chủ sở hữu,420,,6.287.318.113,6.287.250.000,,420.0,,6287318113.0,6287250000.0
I.,I.,I.,7. Lợi nhuận sau thuế chưa phân phối,421,,7.089.031.949.795,6.157.504.526.798,,421.0,,7089031949795.0,6157504526798.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,1.353.669.355.216,,,,,1353669355216.0,
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,5.735.362.594.579,6.157.504.526.798,,,,5735362594579.0,6157504526798.0
I.,I.,I.,8. Lợi ích cổ đông không kiểm soát,429,,1.730.131.795.757,,,429.0,,1730131795757.0,
TỔNG CỔNG NGUỒN VỐN (440=300+400),TỔNG CỔNG NGUỒN VỐN (440=300+400),TỔNG CỔNG NGUỒN VỐN (440=300+400),TỔNG CỔNG NGUỒN VỐN (440=300+400),440,,56.753.853.518.438,,,440.0,,56753853518438.0,
