row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN,,,,,,,
I.,A. > I.,I.,"Tiền mặt, vàng bạc, đá quý",5,11.282,2.340,,5.0,11282.0,2340.0
II.,A. > II.,II.,Tiền gửi tại Ngân hàng Nhà nước (NHNN),6,1.024,97.117,,6.0,1024.0,97117.0
III.,A. > III.,III.,Tiền gửi và cho vay các TCTD khác,7,2.815.863,3.524.180,,7.0,2815863.0,3524180.0
1.,A. > 1.,1.,Tiền gửi tại các TCTD khác,,1.269.683,2.349.905,,,1269683.0,2349905.0
2.,A. > 2.,2.,Cho vay các TCTD khác,,1.546.180,1.174.275,,,1546180.0,1174275.0
IV.,A. > IV.,IV.,Chứng khoán kinh doanh,8,-,41.201,,8.0,,41201.0
1.,A. > 1.,1.,Chứng khoán kinh doanh,,-,58.926,,,,58926.0
2.,A. > 2.,2.,Dự phòng rủi ro chứng khoán kinh doanh,,-,(17.725),,,,-17725.0
V.,A. > V.,V.,Cho vay khách hàng,,8.656.663,8.774.642,,,8656663.0,8774642.0
1.,A. > 1.,1.,Cho vay khách hàng,9,8.849.621,8.962.835,,9.0,8849621.0,8962835.0
2.,A. > 2.,2.,Dự phòng rủi ro cho vay khách hàng,10,(192.958),(188.193),,10.0,-192958.0,-188193.0
VI.,A. > VI.,VI.,Chứng khoán đầu tư,11,7.054.941,5.323.761,,11.0,7054941.0,5323761.0
1.,A. > 1.,1.,Chứng khoán đầu tư sẵn sàng để bán,,6.907.942,5.219.199,,,6907942.0,5219199.0
2.,A. > 2.,2.,Chứng khoán đầu tư giữ đến ngày đáo hạn,,400.464,274.009,,,400464.0,274009.0
3.,A. > 3.,3.,Dự phòng rủi ro chứng khoán đầu tư,,(253.465),(169.447),,,-253465.0,-169447.0
VII.,A. > VII.,VII.,"Góp vốn, đầu tư dài hạn",12,110.952,100.960,,12.0,110952.0,100960.0
1.,A. > 1.,1.,Đầu tư dài hạn khác,,110.952,101.152,,,110952.0,101152.0
2.,A. > 2.,2.,Dự phòng giảm giá đầu tư dài hạn,,-,(192),,,,-192.0
VIII.,A. > VIII.,VIII.,Tài sản cố định,,81.580,48.014,,,81580.0,48014.0
1.,A. > 1.,1.,Tài sản cố định hữu hình,13,49.701,23.358,,13.0,49701.0,23358.0
a.,A. > a.,a.,Nguyên giá TSCĐ,,96.184,59.652,,,96184.0,59652.0
b.,A. > b.,b.,Hao mòn TSCĐ,,(46.483),(36.294),,,-46483.0,-36294.0
2.,A. > 2.,2.,Tài sản cố định vô hình,14,31.879,24.656,,14.0,31879.0,24656.0
a.,A. > a.,a.,Nguyên giá TSCĐ,,48.596,38.516,,,48596.0,38516.0
b.,A. > b.,b.,Hao' mòn TSCĐ,,(16.717),(13.860),,,-16717.0,-13860.0
IX.,A. > IX.,IX.,Tài sản Có khác,15,1.324.703,1.429.780,,15.0,1324703.0,1429780.0
1.,A. > 1.,1.,Các khoản phải thu,,1.020.300,1.141.871,,,1020300.0,1141871.0
2.,A. > 2.,2.,"Các khoản lãi, phí phải thu",,611.436,631.965,,,611436.0,631965.0
3.,A. > 3.,3.,Tài sản Có khác,,19.925,12.024,,,19925.0,12024.0
4.,A. > 4.,4.,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,(326.958),(356.080),,,-326958.0,-356080.0
TỔNG TÀI SẢN CÓ,A. > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,20.057.008,19.341.995,,,20057008.0,19341995.0
