row_label_raw,row_label_full,col_0,Số cuối năm > Mệnh giá,Số cuối năm > Giá trị hiện tai,Số cuối năm > Tỷ lệ sở hữu,Số đầu năm > Mệnh giá,Số đầu năm > Giá trị hiện tai,Số đầu năm > Tỷ lệ sở hữu,numeric__Số cuối năm > Mệnh giá,numeric__Số cuối năm > Giá trị hiện tai,numeric__Số cuối năm > Tỷ lệ sở hữu,numeric__Số đầu năm > Mệnh giá,numeric__Số đầu năm > Giá trị hiện tai,numeric__Số đầu năm > Tỷ lệ sở hữu
,,,Triệu VND,Triệu VND,%,Triệu VND,Triệu VND,%,,,,,,
CTCP Giải pháp Thanh toán Điện lực và Viễn thông,CTCP Giải pháp Thanh toán Điện lực và Viễn thông,CTCP Giải pháp Thanh toán Điện lực và Viễn thông,5.500,5.500,"11,00",5.500,5.500,"11,00",5500.0,5500.0,11.0,5500.0,5500.0,11.0
CTCP Đầu tư Điện lực Hà Nội,CTCP Đầu tư Điện lực Hà Nội,CTCP Đầu tư Điện lực Hà Nội,48.300,48.300,"10,05",38.500,38.500,"8,01",48300.0,48300.0,10.05,38500.0,38500.0,8.01
CTCP Đầu tư Phát triển Khánh Hòa - Hà Nội,CTCP Đầu tư Phát triển Khánh Hòa - Hà Nội,CTCP Đầu tư Phát triển Khánh Hòa - Hà Nội,13.676,13.676,"11,00",13.676,13.676,"11,00",13676.0,13676.0,11.0,13676.0,13676.0,11.0
CTCP Seoul Metal Việt Nam,CTCP Seoul Metal Việt Nam,CTCP Seoul Metal Việt Nam,43.476,43.476,"6,37",43.476,43.476,"6,37",43476.0,43476.0,6.37,43476.0,43476.0,6.37
,,,110.952,110.952,,101.152,101.152,,110952.0,110952.0,,101152.0,101152.0,
