row_label_raw,row_label_full,Ông Hoàng Văn Ninh,Chủ tịch,numeric__Chủ tịch
Ông Bùi Xuân Dũng,Ông Bùi Xuân Dũng,Ông Bùi Xuân Dũng,Thành viên,
Bà Cao Thị Thu Hà,Bà Cao Thị Thu Hà,Bà Cao Thị Thu Hà,Thành viên,
Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Thành viên (Bổ nhiệm từ ngày 26 tháng 4 năm 2018),
Ông Hoàng Mạnh Hải,Ông Hoàng Mạnh Hải,Ông Hoàng Mạnh Hải,Thành viên (Bổ nhiệm từ ngày 26 tháng 4 năm 2018),
Bà Nguyễn Thúy Trang,Bà Nguyễn Thúy Trang,Bà Nguyễn Thúy Trang,Thành viên (Bổ nhiệm từ ngày 26 tháng 4 năm 2018),
Ông Đình Văn Võ,Ông Đình Văn Võ,Ông Đình Văn Võ,Thành viên (Miễn nhiệm từ ngày 26 tháng 4 năm 2018),
Ông Cao Sỹ Nghị,Ông Cao Sỹ Nghị,Ông Cao Sỹ Nghị,Thành viên (Miễn nhiệm từ ngày 26 tháng 4 năm 2018),
