row_label_raw,row_label_full,STT CHÌ TIÊU,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,1.084.469,1.645.694,1084469.0,1645694.0
02. Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chi phí lãi và các chi phí tương tự đã trả,02. Chi phí lãi và các chi phí tương tự đã trả,(652.213),(1.047.341),-652213.0,-1047341.0
03. Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập từ hoạt động dịch vụ nhận được,03. Thu nhập từ hoạt động dịch vụ nhận được,133.092,135.644,133092.0,135644.0
"04. Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",26.126,169.767,26126.0,169767.0
05. Thu nhập khác,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,6.464,10.245,6464.0,10245.0
"06. Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro","LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro",7.463,62.014,7463.0,62014.0
"07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(200.826),(130.058),-200826.0,-130058.0
08. Tiền thuê thu nhập thực nộp trong năm,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuê thu nhập thực nộp trong năm,08. Tiền thuê thu nhập thực nộp trong năm,(40.045),(47.538),-40045.0,-47538.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,364.530,798.427,364530.0,798427.0
