row_label_raw,row_label_full,Bà Nguyễn Thị Phương Thảo,Chủ tịch,numeric__Chủ tịch
Bà Nguyễn Thanh Hà,Bà Nguyễn Thanh Hà,Bà Nguyễn Thanh Hà,Phó Chủ tịch,
Ông Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn,Phó Chủ tịch – Thành viên độc lập,
Ông Donal Joseph Boylan,Ông Donal Joseph Boylan,Ông Donal Joseph Boylan,Phó Chủ tịch – Thành viên độc lập,
Ông Nguyễn Thanh Hùng,Ông Nguyễn Thanh Hùng,Ông Nguyễn Thanh Hùng,Thành viên,
Ông Đình Việt Phương,Ông Đình Việt Phương,Ông Đình Việt Phương,Thành viên,
Bà Hồ Ngọc Yến Phương,Bà Hồ Ngọc Yến Phương,Bà Hồ Ngọc Yến Phương,Thành viên,
Ông Lưu Đức Khánh,Ông Lưu Đức Khánh,Ông Lưu Đức Khánh,Thành viên,
Ông Chu Việt Cường,Ông Chu Việt Cường,Ông Chu Việt Cường,Thành viên,
