row_label_raw,row_label_full,col_0,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
Ngoại tê các loại,Ngoại tê các loại,Ngoại tê các loại,Ngoại tê các loại,Ngoại tê các loại,,
USD,Ngoại tê các loại > USD,USD,36.882.263,20.472.021,36882263.0,20472021.0
SGD,Ngoại tê các loại > SGD,SGD,597.454,200.547,597454.0,200547.0
MYR,Ngoại tê các loại > MYR,MYR,1.135.970,1.135.970,1135970.0,1135970.0
KRW,Ngoại tê các loại > KRW,KRW,1.813.009.682,4.400.704.971,1813009682.0,4400704971.0
JPY,Ngoại tê các loại > JPY,JPY,180.958.118,40.239.376,180958118.0,40239376.0
IDR,Ngoại tê các loại > IDR,IDR,11.357.542.489,113.645.890,11357542489.0,113645890.0
THB,Ngoại tê các loại > THB,THB,478.269,3.223.522,478269.0,3223522.0
CNY,Ngoại tê các loại > CNY,CNY,43.582.010,212.308,43582010.0,212308.0
INR,Ngoại tê các loại > INR,INR,244.643.835,141.158.821,244643835.0,141158821.0
HKD,Ngoại tê các loại > HKD,HKD,1.078.927,713.933,1078927.0,713933.0
AUD,Ngoại tê các loại > AUD,AUD,6.917.462,4.369.871,6917462.0,4369871.0
EUR,Ngoại tê các loại > EUR,EUR,42.802,41.730,42802.0,41730.0
TWD,Ngoại tê các loại > TWD,TWD,233.100,267.300,233100.0,267300.0
GBP,Ngoại tê các loại > GBP,GBP,1.655,1.655,1655.0,1655.0
MMK,Ngoại tê các loại > MMK,MMK,2.864.650,2.864.650,2864650.0,2864650.0
