row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,38.577.508.632.397,40.826.968.900.401,100.0,,38577508632397.0,40826968900401.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,4.558.984.549.152,5.050.743.180.748,110.0,4.0,4558984549152.0,5050743180748.0
Tiền,Tiền,Tiền,111,,4.028.730.256.238,2.427.790.228.105,111.0,,4028730256238.0,2427790228105.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,530.254.292.914,2.622.952.952.643,112.0,,530254292914.0,2622952952643.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,5,3.825.833.411.115,613.343.871.096,120.0,5.0,3825833411115.0,613343871096.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,,990.000.000.000,990.000.000.000,121.0,,990000000000.0,990000000000.0
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,(386.800.000.000),(486.450.000.000),122.0,,-386800000000.0,-486450000000.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,,3.222.633.411.115,109.793.871.096,123.0,,3222633411115.0,109793871096.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,27.945.458.314.477,34.243.067.480.800,130.0,,27945458314477.0,34243067480800.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,11.364.962.887.070,12.316.753.791.172,131.0,6.0,11364962887070.0,12316753791172.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7,769.368.218.015,1.778.869.624.304,132.0,7.0,769368218015.0,1778869624304.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,1.633.712.453.293,457.000.000.000,135.0,8.0,1633712453293.0,457000000000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9,14.404.780.037.999,19.690.444.065.324,136.0,9.0,14404780037999.0,19690444065324.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,,(227.365.281.900),-,137.0,,-227365281900.0,
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,10,2.005.435.760.243,703.384.543.264,140.0,10.0,2005435760243.0,703384543264.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,2.005.435.760.243,703.384.543.264,141.0,,2005435760243.0,703384543264.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,241.796.597.410,216.429.824.493,150.0,,241796597410.0,216429824493.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,11,200.408.169.962,139.380.066.942,151.0,11.0,200408169962.0,139380066942.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,17(a),6.675.640.802,9.006.655.475,152.0,,6675640802.0,9006655475.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,17(a),34.712.786.646,68.043.102.076,153.0,,34712786646.0,68043102076.0
