row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Các khoản chi cho các nhân sự quản lýchủ chốt,Các khoản chi cho các nhân sự quản lýchủ chốt,Các khoản chi cho các nhân sự quản lýchủ chốt,Các khoản chi cho các nhân sự quản lýchủ chốt,Các khoản chi cho các nhân sự quản lýchủ chốt,,
Hội đồng quản trị,Các khoản chi cho các nhân sự quản lýchủ chốt > Hội đồng quản trị,Hội đồng quản trị,8.371.149.048,7.378.103.503,8371149048.0,7378103503.0
Ban điều hành,Các khoản chi cho các nhân sự quản lýchủ chốt > Ban điều hành,Ban điều hành,7.588.310.000,7.597.185.833,7588310000.0,7597185833.0
,,,15.959.459.048,14.975.289.336,15959459048.0,14975289336.0
Thù lao của Hội đồng quản trị,Các khoản chi cho các nhân sự quản lýchủ chốt > Thù lao của Hội đồng quản trị,Thù lao của Hội đồng quản trị,8.371.149.048,7.378.103.503,8371149048.0,7378103503.0
Bà Nguyễn Thị Phương Thảo (*),Các khoản chi cho các nhân sự quản lýchủ chốt > Bà Nguyễn Thị Phương Thảo (*),Bà Nguyễn Thị Phương Thảo (*),1.227.810.000,988.016.242,1227810000.0,988016242.0
Bà Nguyễn Thanh Hà,Các khoản chi cho các nhân sự quản lýchủ chốt > Bà Nguyễn Thanh Hà,Bà Nguyễn Thanh Hà,1.094.566.668,1.154.724.787,1094566668.0,1154724787.0
Ông Nguyễn Anh Tuấn,Các khoản chi cho các nhân sự quản lýchủ chốt > Ông Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn,1.090.666.668,974.888.889,1090666668.0,974888889.0
Ông Đình Việt Phương,Các khoản chi cho các nhân sự quản lýchủ chốt > Ông Đình Việt Phương,Ông Đình Việt Phương,1.043.142.852,784.499.998,1043142852.0,784499998.0
Ông Nguyễn Thanh Hùng,Các khoản chi cho các nhân sự quản lýchủ chốt > Ông Nguyễn Thanh Hùng,Ông Nguyễn Thanh Hùng,957.243.336,895.775.182,957243336.0,895775182.0
Ông Lưu Đức Khánh,Các khoản chi cho các nhân sự quản lýchủ chốt > Ông Lưu Đức Khánh,Ông Lưu Đức Khánh,957.243.336,873.349.204,957243336.0,873349204.0
Ông Chu Việt Cường,Các khoản chi cho các nhân sự quản lýchủ chốt > Ông Chu Việt Cường,Ông Chu Việt Cường,957.333.336,1.098.349.204,957333336.0,1098349204.0
Bà Hồ Ngọc Yến Phương,Các khoản chi cho các nhân sự quản lýchủ chốt > Bà Hồ Ngọc Yến Phương,Bà Hồ Ngọc Yến Phương,1.043.142.852,608.499.997,1043142852.0,608499997.0
"Lương, thưởng và các khoản chi bằngtiền khác của Ban điều hành","Các khoản chi cho các nhân sự quản lýchủ chốt > Lương, thưởng và các khoản chi bằngtiền khác của Ban điều hành","Lương, thưởng và các khoản chi bằngtiền khác của Ban điều hành",7.588.310.000,7.597.185.833,7588310000.0,7597185833.0
Tổng Giám đốc,Các khoản chi cho các nhân sự quản lýchủ chốt > Tổng Giám đốc,Tổng Giám đốc,1.927.100.000,1.944.345.833,1927100000.0,1944345833.0
Phó Tổng Giám đốc,Các khoản chi cho các nhân sự quản lýchủ chốt > Phó Tổng Giám đốc,Phó Tổng Giám đốc,5.661.210.000,5.652.840.000,5661210000.0,5652840000.0
