row_label_raw,row_label_full,Thuế giá trị gia tăng được khấu trừ,01/01/2024VND > 9.006.655.475,Số phải nộp trong nămVND > 1.964.895.168.026,Số đã thực nộp trong nămVND > -,Số đã thực hoàn trong nămVND > -,Cán trừ trong nămVND > (1.967.226.182.699),Phân loại lại/KhácVND > -,31/12/2024VND > 6.675.640.802,numeric__01/01/2024VND > 9.006.655.475,numeric__Số phải nộp trong nămVND > 1.964.895.168.026,numeric__Số đã thực nộp trong nămVND > -,numeric__Số đã thực hoàn trong nămVND > -,numeric__Cán trừ trong nămVND > (1.967.226.182.699),numeric__Phân loại lại/KhácVND > -,numeric__31/12/2024VND > 6.675.640.802
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,60.352.367.367,-,-,-,(28.661.900.220),287.544.834,31.978.011.981,60352367367.0,,,,-28661900220.0,287544834.0,31978011981.0
Thuế hàng hóa và dịch vụ tại nước ngoài,Thuế hàng hóa và dịch vụ tại nước ngoài,Thuế hàng hóa và dịch vụ tại nước ngoài,7.690.734.709,93.042.250.665,-,(51.469.084.402),(46.256.484.389),(272.641.918),2.734.774.665,7690734709.0,93042250665.0,,-51469084402.0,-46256484389.0,-272641918.0,2734774665.0
,,,77.049.757.551,2.057.937.418.691,-,(51.469.084.402),(2.042.144.567.308),14.902.916,41.388.427.448,77049757551.0,2057937418691.0,,-51469084402.0,-2042144567308.0,14902916.0,41388427448.0
