row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
,,,VND,VND,,
Chi phí khối khai thác bay,Chi phí khối khai thác bay,Chi phí khối khai thác bay,42.012.336.587.323,36.915.375.607.586,42012336587323.0,36915375607586.0
Chi phí khối kỹ thuật,Chi phí khối kỹ thuật,Chi phí khối kỹ thuật,7.871.727.977.678,6.477.531.877.691,7871727977678.0,6477531877691.0
Chi phí khối dịch vụ và khai thác mặt đất,Chi phí khối dịch vụ và khai thác mặt đất,Chi phí khối dịch vụ và khai thác mặt đất,5.776.126.778.945,4.498.748.072.090,5776126778945.0,4498748072090.0
Giá vốn từ chuyển quyền sở hữu tàu bay và động cơ,Giá vốn từ chuyển quyền sở hữu tàu bay và động cơ,Giá vốn từ chuyển quyền sở hữu tàu bay và động cơ,7.109.203.362.488,6.028.112.400.117,7109203362488.0,6028112400117.0
"Chi phí khối an toàn, an ninh đảm bảo chất lượng bay","Chi phí khối an toàn, an ninh đảm bảo chất lượng bay","Chi phí khối an toàn, an ninh đảm bảo chất lượng bay",526.291.278.544,473.919.763.238,526291278544.0,473919763238.0
Giá vốn từ bán vật tư kỹ thuật,Giá vốn từ bán vật tư kỹ thuật,Giá vốn từ bán vật tư kỹ thuật,277.501.050,453.782.497.138,277501050.0,453782497138.0
Chi phí dịch vụ vận chuyển hàng hóa,Chi phí dịch vụ vận chuyển hàng hóa,Chi phí dịch vụ vận chuyển hàng hóa,284.057.142.752,417.693.371.244,284057142752.0,417693371244.0
Khác,Khác,Khác,1.311.964.349.673,554.708.240.385,1311964349673.0,554708240385.0
,,,64.891.984.978.453,55.819.871.829.489,64891984978453.0,55819871829489.0
