row_label_raw,row_label_full,col_0,01/01/2024VND,TăngVND,GiảmVND,Chênh lệch tỷ giá do đánh giá lạiVND,31/12/2024VND,numeric__01/01/2024VND,numeric__TăngVND,numeric__GiảmVND,numeric__Chênh lệch tỷ giá do đánh giá lạiVND,numeric__31/12/2024VND
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),249.939.031.053,2.214.518.724.100,(258.487.821.008),11.468.753.738,2.217.438.687.883,249939031053.0,2214518724100.0,-258487821008.0,11468753738.0,2217438687883.0
Trái phiếu thường (ii),Trái phiếu thường (ii),Trái phiếu thường (ii),14.000.000.000.000,11.000.000.000.000,-,-,25.000.000.000.000,14000000000000.0,11000000000000.0,,,25000000000000.0
Nợ thuê tài chính dài hạn (iii),Nợ thuê tài chính dài hạn (iii),Nợ thuê tài chính dài hạn (iii),3.444.270.067.438,-,(314.082.071.109),152.924.400.532,3.283.112.396.861,3444270067438.0,,-314082071109.0,152924400532.0,3283112396861.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(437.170.595.370),(109.497.932.889),98.509.880.327,-,(448.158.647.932),-437170595370.0,-109497932889.0,98509880327.0,,-448158647932.0
,,,17.257.038.503.121,13.105.020.791.211,(474.060.011.790),164.393.154.270,30.052.392.436.812,17257038503121.0,13105020791211.0,-474060011790.0,164393154270.0,30052392436812.0
