row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị VND,31/12/2024 > Dự phòng VND,01/01/2024 > Giá trị VND,01/01/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị VND,numeric__31/12/2024 > Dự phòng VND,numeric__01/01/2024 > Giá trị VND,numeric__01/01/2024 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,14.404.780.037.999,(78.778.440.000),19.690.444.065.324,-,14404780037999.0,-78778440000.0,19690444065324.0,
Đặt cọc mua tàu bay nhận trong 12 tháng tiếp theo,Đặt cọc mua tàu bay nhận trong 12 tháng tiếp theo,Đặt cọc mua tàu bay nhận trong 12 tháng tiếp theo,24.720.000.000,-,3.023.006.578.142,-,24720000000.0,,3023006578142.0,
Phải thu từ chuyển nhượng quyền kinh doanh tỏa nhà (1),Phải thu từ chuyển nhượng quyền kinh doanh tỏa nhà (1),Phải thu từ chuyển nhượng quyền kinh doanh tỏa nhà (1),2.452.888.880.000,-,1.151.067.552.161,-,2452888880000.0,,1151067552161.0,
Phải thu từ hợp tác kinh doanh (2),Phải thu từ hợp tác kinh doanh (2),Phải thu từ hợp tác kinh doanh (2),2.186.560.400.000,-,2.186.560.400.000,-,2186560400000.0,,2186560400000.0,
Phải thu từ chuyển nhượng cổ phần (3),Phải thu từ chuyển nhượng cổ phần (3),Phải thu từ chuyển nhượng cổ phần (3),1.716.600.000.000,-,4.506.600.000.000,-,1716600000000.0,,4506600000000.0,
Chuyển nhượng cổ phần Công ty Đầu tư và Phát triển Pacific Star,Chuyển nhượng cổ phần Công ty Đầu tư và Phát triển Pacific Star,Chuyển nhượng cổ phần Công ty Đầu tư và Phát triển Pacific Star,636.600.000.000,-,2.436.600.000.000,-,636600000000.0,,2436600000000.0,
Chuyển nhượng cổ phần Công ty Cổ phần Vĩnh Sơn,Chuyển nhượng cổ phần Công ty Cổ phần Vĩnh Sơn,Chuyển nhượng cổ phần Công ty Cổ phần Vĩnh Sơn,1.080.000.000.000,-,2.070.000.000.000,-,1080000000000.0,,2070000000000.0,
Đóng góp vào quỹ bảo dưỡng tàu bay thuê,Đóng góp vào quỹ bảo dưỡng tàu bay thuê,Đóng góp vào quỹ bảo dưỡng tàu bay thuê,4.104.941.320.777,-,2.044.491.946.324,-,4104941320777.0,,2044491946324.0,
Khác,Khác,Khác,3.919.069.437.222,(78.778.440.000),6.778.717.588.697,-,3919069437222.0,-78778440000.0,6778717588697.0,
Dài hạn,Dài hạn,Dài hạn,23.998.282.804.699,-,17.373.126.467.349,-,23998282804699.0,,17373126467349.0,
Đóng góp định kỳ quỹ bảo dưỡng tàu bay,Đóng góp định kỳ quỹ bảo dưỡng tàu bay,Đóng góp định kỳ quỹ bảo dưỡng tàu bay,12.563.933.622.570,-,10.921.765.414.953,-,12563933622570.0,,10921765414953.0,
Đặt cọc mua tàu bay sau 12 tháng tiếp theo (4),Đặt cọc mua tàu bay sau 12 tháng tiếp theo (4),Đặt cọc mua tàu bay sau 12 tháng tiếp theo (4),3.347.587.646.013,-,3.069.311.858.793,-,3347587646013.0,,3069311858793.0,
Đặt cọc thuê tàu bay,Đặt cọc thuê tàu bay,Đặt cọc thuê tàu bay,2.632.673.168.297,-,2.051.906.249.573,-,2632673168297.0,,2051906249573.0,
Đặt cọc dịch vụ mặt đất,Đặt cọc dịch vụ mặt đất,Đặt cọc dịch vụ mặt đất,410.578.419.232,-,330.426.370.184,-,410578419232.0,,330426370184.0,
Phải thu từ quỹ bảo dưỡng tàu bay thuê,Phải thu từ quỹ bảo dưỡng tàu bay thuê,Phải thu từ quỹ bảo dưỡng tàu bay thuê,539.553.734.325,-,-,-,539553734325.0,,,
Khác,Khác,Khác,4.503.956.214.262,-,999.716.573.846,-,4503956214262.0,,999716573846.0,
,,,38.403.062.842.698,(78.778.440.000),37.063.570.532.673,-,38403062842698.0,-78778440000.0,37063570532673.0,
Trong đó: Phải thu khác là các bên liên quan(chỉ tiết tại Thuyết minh số 39.1),Trong đó: Phải thu khác là các bên liên quan(chỉ tiết tại Thuyết minh số 39.1),Trong đó: Phải thu khác là các bên liên quan(chỉ tiết tại Thuyết minh số 39.1),Trong đó: Phải thu khác là các bên liên quan(chỉ tiết tại Thuyết minh số 39.1),Trong đó: Phải thu khác là các bên liên quan(chỉ tiết tại Thuyết minh số 39.1),Trong đó: Phải thu khác là các bên liên quan(chỉ tiết tại Thuyết minh số 39.1),Trong đó: Phải thu khác là các bên liên quan(chỉ tiết tại Thuyết minh số 39.1),,,,
+ Ngắn hạn,Trong đó: Phải thu khác là các bên liên quan(chỉ tiết tại Thuyết minh số 39.1) > + Ngắn hạn,+ Ngắn hạn,2.345.476.000.916,-,3.988.495.991.319,-,2345476000916.0,,3988495991319.0,
+ Dài hạn,Trong đó: Phải thu khác là các bên liên quan(chỉ tiết tại Thuyết minh số 39.1) > + Dài hạn,+ Dài hạn,4.823.279.530.229,-,783.517.789.652,-,4823279530229.0,,783517789652.0,
