row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Doanh thu vận chuyển,Doanh thu vận chuyển,Doanh thu vận chuyển,59.702.948.948.134,48.565.777.566.241,59702948948134.0,48565777566241.0
Vận chuyển hành khách nội địa bao gồm vận chuyển hành khách theo chuyển,Vận chuyển hành khách nội địa bao gồm vận chuyển hành khách theo chuyển,Vận chuyển hành khách nội địa bao gồm vận chuyển hành khách theo chuyển,14.468.323.101.766,11.321.225.329.187,14468323101766.0,11321225329187.0
Vận chuyển hành khách quốc tế bao gồm vận chuyển hành khách theo chuyển,Vận chuyển hành khách quốc tế bao gồm vận chuyển hành khách theo chuyển,Vận chuyển hành khách quốc tế bao gồm vận chuyển hành khách theo chuyển,21.029.167.870.588,16.072.198.944.519,21029167870588.0,16072198944519.0
Doanh thu vận tải hàng hóa và hoạt động phụ trợ,Doanh thu vận tải hàng hóa và hoạt động phụ trợ,Doanh thu vận tải hàng hóa và hoạt động phụ trợ,24.205.457.975.780,21.172.353.292.535,24205457975780.0,21172353292535.0
Doanh thu chuyển quyền thương mại tàu bay,Doanh thu chuyển quyền thương mại tàu bay,Doanh thu chuyển quyền thương mại tàu bay,678.680.000.000,-,678680000000.0,
Doanh thu từ cho thuê khô tàu bay,Doanh thu từ cho thuê khô tàu bay,Doanh thu từ cho thuê khô tàu bay,1.819.925.470.392,1.714.000.062.091,1819925470392.0,1714000062091.0
Doanh thu từ chuyển quyền sở hữu tàu bay và động cơ,Doanh thu từ chuyển quyền sở hữu tàu bay và động cơ,Doanh thu từ chuyển quyền sở hữu tàu bay và động cơ,9.167.096.000.000,6.361.035.084.815,9167096000000.0,6361035084815.0
Doanh thu từ bán vật tư kỹ thuật,Doanh thu từ bán vật tư kỹ thuật,Doanh thu từ bán vật tư kỹ thuật,7.135.754.408,572.873.557.618,7135754408.0,572873557618.0
Khác,Khác,Khác,669.500.170.790,1.126.932.444.543,669500170790.0,1126932444543.0
,,,72.045.286.343.724,58.340.618.715.308,72045286343724.0,58340618715308.0
