row_label_raw,row_label_full,col_0,31/12/2024VND,01/01/2024VND,numeric__31/12/2024VND,numeric__01/01/2024VND
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,,,
Tài sản thuế thu nhập hoãn lại được thu hồi sau 12 tháng,Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại được thu hồi sau 12 tháng,Tài sản thuế thu nhập hoãn lại được thu hồi sau 12 tháng,3.860.228.583.485,3.777.048.834.990,3860228583485.0,3777048834990.0
Tài sản thuế thu nhập hoãn lại được thu hồi trong vòng 12 tháng,Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại được thu hồi trong vòng 12 tháng,Tài sản thuế thu nhập hoãn lại được thu hồi trong vòng 12 tháng,576.195.260.012,641.740.225.218,576195260012.0,641740225218.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,4.436.423.843.497,4.418.789.060.208,4436423843497.0,4418789060208.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,,,,
Thuế thu nhập hoãn lại phải trả sau 12 tháng,Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả sau 12 tháng,Thuế thu nhập hoãn lại phải trả sau 12 tháng,(3.585.625.310.262),(3.855.840.327.792),-3585625310262.0,-3855840327792.0
Thuế thu nhập hoãn lại phải trả trong vòng 12 tháng,Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả trong vòng 12 tháng,Thuế thu nhập hoãn lại phải trả trong vòng 12 tháng,(1.340.632.373.800),(530.151.091.639),-1340632373800.0,-530151091639.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,(4.926.257.684.062),(4.385.991.419.431),-4926257684062.0,-4385991419431.0
Số bù trừ,Thuế thu nhập hoãn lại phải trả > Số bù trừ,Số bù trừ,4.436.423.843.497,4.418.789.060.208,4436423843497.0,4418789060208.0
(Thuế thu nhập hoãn lại phải trả)/Tài sản thuế thu nhập hoãn lại,Thuế thu nhập hoãn lại phải trả > (Thuế thu nhập hoãn lại phải trả)/Tài sản thuế thu nhập hoãn lại,(Thuế thu nhập hoãn lại phải trả)/Tài sản thuế thu nhập hoãn lại,(489.833.840.565),32.797.640.777,-489833840565.0,32797640777.0
