row_label_raw,row_label_full,Dưới 1 năm,Năm 2024VND > Dưới 1 năm,Năm 2023VND > Dưới 1 năm,numeric__Năm 2024VND > Dưới 1 năm,numeric__Năm 2023VND > Dưới 1 năm
Đặt cọc mua tàu bay,Đặt cọc mua tàu bay,Đặt cọc mua tàu bay,17.445.936.478.286,2.777.422.134.990,17445936478286.0,2777422134990.0
Mua lại tàu bay thuê,Mua lại tàu bay thuê,Mua lại tàu bay thuê,180.241.886.178,184.337.634.044,180241886178.0,184337634044.0
Hợp tác kinh doanh,Hợp tác kinh doanh,Hợp tác kinh doanh,33.439.600.000,33.439.600.000,33439600000.0,33439600000.0
Từ 1 năm đến 5 năm,Từ 1 năm đến 5 năm,Từ 1 năm đến 5 năm,Từ 1 năm đến 5 năm,Từ 1 năm đến 5 năm,,
Đặt cọc mua tàu bay,Từ 1 năm đến 5 năm > Đặt cọc mua tàu bay,Đặt cọc mua tàu bay,95.881.759.643.535,32.741.518.421.083,95881759643535.0,32741518421083.0
Mua lại tàu bay thuê,Từ 1 năm đến 5 năm > Mua lại tàu bay thuê,Mua lại tàu bay thuê,65.606.308.310,249.981.991.704,65606308310.0,249981991704.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,Trên 5 năm,Trên 5 năm,,
Đặt cọc mua tàu bay,Trên 5 năm > Đặt cọc mua tàu bay,Đặt cọc mua tàu bay,-,2.373.673.274.735,,2373673274735.0
,,,113.606.983.916.309,38.360.373.056.556,113606983916309.0,38360373056556.0
