row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,,,,
Tiền thu từ đi vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền thu từ đi vay,Tiền thu từ đi vay,33,,61.181.118.746.857,34.763.821.531.653,33.0,,61181118746857.0,34763821531653.0
Tiền trả nợ gốc vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(48.845.493.809.058),(26.207.009.542.495),34.0,,-48845493809058.0,-26207009542495.0
Tiền chi trả nợ gốc thuê tài chính,Lưu chuyển tiền từ hoạt động tài chính > Tiền chi trả nợ gốc thuê tài chính,Tiền chi trả nợ gốc thuê tài chính,35,,(313.354.773.438),(145.116.305.330),35.0,,-313354773438.0,-145116305330.0
Cổ tức lợi nhuận đã trả cho chủ sở hữu,Lưu chuyển tiền từ hoạt động tài chính > Cổ tức lợi nhuận đã trả cho chủ sở hữu,Cổ tức lợi nhuận đã trả cho chủ sở hữu,36,,(57.789.721.550),-,36.0,,-57789721550.0,
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,11.964.480.442.811,8.411.695.683.828,40.0,,11964480442811.0,8411695683828.0
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,,(533.856.532.869),3.208.352.073.156,50.0,,-533856532869.0,3208352073156.0
Tiền và tương đương tiền đầu năm,Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,4,5.050.743.180.748,1.858.261.735.520,60.0,4.0,5050743180748.0,1858261735520.0
Ảnh hướng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Lưu chuyển tiền từ hoạt động tài chính > Ảnh hướng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hướng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,42.097.901.273,(15.870.627.928),61.0,,42097901273.0,-15870627928.0
Tiền và tương đương tiền cuối năm,Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,4,4.558.984.549.152,5.050.743.180.748,70.0,4.0,4558984549152.0,5050743180748.0
