row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
,,,,2021VND,2020VND,,,
,,,Lãi tiền gửi,130.835.723.223,111.939.246.447,,130835723223.0,111939246447.0
,,,Lãi chênh lệch tỷ giá hối đoái đã thực hiện,29.686.857.823,16.377.434.979,,29686857823.0,16377434979.0
,,,Lỗ thuần do đánh giá lại các khoản có gốc ngoại tệ cuối năm,7.009.326.758,-,,7009326758.0,
,,,,167.531.907.804,128.316.681.426,,167531907804.0,128316681426.0
30,30,30,CHI PHÍ TÀI CHÍNH,CHI PHÍ TÀI CHÍNH,CHI PHÍ TÀI CHÍNH,,,
,,,,2021VND,2020VND,,,
,,,Lãi tiền vay,18.580.201.013,43.301.059.166,,18580201013.0,43301059166.0
,,,Chiết khấu thanh toán,2.319.050.000,244.250.000,,2319050000.0,244250000.0
,,,Phí bảo lãnh,197.673.181,2.137.728.584,,197673181.0,2137728584.0
,,,Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,23.976.005.430,17.436.037.472,,23976005430.0,17436037472.0
,,,Khác,-,115.450.000,,,115450000.0
,,,,45.072.929.624,63.234.525.222,,45072929624.0,63234525222.0
31,31,31,CHI PHÍ BÁN HÀNG,CHI PHÍ BÁN HÀNG,CHI PHÍ BÁN HÀNG,,,
,,,,2021VND,2020VND,,,
,,,"Chi phí quảng cáo, truyền thông",106.443.848.845,52.317.514.367,,106443848845.0,52317514367.0
,,,"Chi phí vận chuyển, bốc xếp lưu kho",86.281.217.917,159.809.238.978,,86281217917.0,159809238978.0
,,,Chi phí an sinh xã hội,57.412.538.334,13.037.400.790,,57412538334.0,13037400790.0
,,,Chi phí nhân viên,53.627.510.921,37.148.455.458,,53627510921.0,37148455458.0
,,,Chi phí bán hàng tự doanh,18.826.047.196,42.039.658.914,,18826047196.0,42039658914.0
,,,Chi phí khấu hao TSCĐ,5.713.708.158,3.536.378.703,,5713708158.0,3536378703.0
,,,Khác,92.096.381.473,61.111.667.941,,92096381473.0,61111667941.0
,,,,420.401.252.844,369.000.315.151,,420401252844.0,369000315151.0
