row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2021VND,2020VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRÀ,,3.594.024.059.539,2.391.033.021.663,,,3594024059539.0,2391033021663.0
310,Mãsố > 310,310,Nợ ngắn hạn,,3.186.610.542.693,2.050.151.784.755,,,3186610542693.0,2050151784755.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,12,794.797.289.361,709.126.800.176,,12.0,794797289361.0,709126800176.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,13,285.547.357.483,118.183.078.862,,13.0,285547357483.0,118183078862.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,14(b),94.738.342.896,31.066.794.231,,,94738342896.0,31066794231.0
314,Mãsố > 314,314,Phải trả người lao động,,187.588.949.913,98.041.055.868,,,187588949913.0,98041055868.0
315,Mãsố > 315,315,Chi phí phải trả ngắn hạn,15,553.156.963.463,126.023.426.538,,15.0,553156963463.0,126023426538.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,16,386.497.523.838,127.381.799.366,,16.0,386497523838.0,127381799366.0
320,Mãsố > 320,320,Vay ngắn hạn,17(a),689.162.951.336,685.406.563.747,,,689162951336.0,685406563747.0
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",19,195.121.164.403,154.922.265.967,,19.0,195121164403.0,154922265967.0
330,Mãsố > 330,330,Nợ dài hạn,,407.413.516.846,340.881.236.908,,,407413516846.0,340881236908.0
336,Mãsố > 336,336,Vay dài hạn,17(b),2.676.343.532,137.062.222.093,,,2676343532.0,137062222093.0
343,Mãsố > 343,343,Quỹ phát triển khoa học và công nghệ,20,404.737.173.314,203.819.014.815,,20.0,404737173314.0,203819014815.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,7.478.097.275.386,6.326.447.669.948,,,7478097275386.0,6326447669948.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,7.478.097.275.386,6.326.447.669.948,,,7478097275386.0,6326447669948.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"21, 22",5.294.000.000.000,5.294.000.000.000,,,5294000000000.0,5294000000000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,5.294.000.000.000,5.294.000.000.000,,,5294000000000.0,5294000000000.0
414,Mãsố > 414,414,Vốn khác của chủ sở hữu,22,3.665.420.000,3.665.420.000,,22.0,3665420000.0,3665420000.0
418,Mãsố > 418,418,Quỹ đầu tư phát triển,22,965.858.273.232,418.967.418.595,,22.0,965858273232.0,418967418595.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",22,1.187.985.397.644,583.467.405.249,,22.0,1187985397644.0,583467405249.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,106.429.344.547,110.778.820.045,,,106429344547.0,110778820045.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,1.081.556.053.097,472.688.585.204,,,1081556053097.0,472688585204.0
429,Mãsố > 429,429,Lợi ích cổ đông không kiểm soát,23,26.588.184.510,26.347.426.104,,23.0,26588184510.0,26347426104.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,11.072.121.334.925,8.717.480.691.611,,,11072121334925.0,8717480691611.0
