row_label_raw,row_label_full,Bên liên quanCông ty Cổ phần Hóa phẩm Dầu khíDMC - Miền Trung,Mối quan hệCông ty thành viên thuộc tập đoàn,numeric__Mối quan hệCông ty thành viên thuộc tập đoàn
Công ty Cổ phần Thương mại Dầu khíCông ty Cổ phần đào tạo kỹ thuật PVDCông ty TNHH Một thành viên KiểmĐịnh Kỹ Thuật An Toàn Dầu KhíViệt Nam,Công ty Cổ phần Thương mại Dầu khíCông ty Cổ phần đào tạo kỹ thuật PVDCông ty TNHH Một thành viên KiểmĐịnh Kỹ Thuật An Toàn Dầu KhíViệt Nam,Công ty Cổ phần Thương mại Dầu khíCông ty Cổ phần đào tạo kỹ thuật PVDCông ty TNHH Một thành viên KiểmĐịnh Kỹ Thuật An Toàn Dầu KhíViệt Nam,Công ty thành viên thuộc tập đoànCông ty thành viên thuộc tập đoànCông ty thành viên thuộc tập đoàn,
Công ty Cổ phần Chứng khoán Dầu khíCông ty Cổ phần Dầu khí Mê KôngBan Quản lý Dự án Khí - Điện - ĐạmCà Mau,Công ty Cổ phần Chứng khoán Dầu khíCông ty Cổ phần Dầu khí Mê KôngBan Quản lý Dự án Khí - Điện - ĐạmCà Mau,Công ty Cổ phần Chứng khoán Dầu khíCông ty Cổ phần Dầu khí Mê KôngBan Quản lý Dự án Khí - Điện - ĐạmCà Mau,Công ty thành viên thuộc tập đoànCông ty thành viên thuộc tập đoànĐơn vị thuộc tập đoàn,
