row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2021VND,2020VND,,,,
01,Mãsố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,10.088.157.082.401,7.716.890.477.631,,,10088157082401.0,7716890477631.0
02,Mãsố > 02,02,Các khoản giảm trừ doanh thu,,(218.394.177.764),(155.615.377.213),,,-218394177764.0,-155615377213.0
10,Mãsố > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,27,9.869.762.904.637,7.561.275.100.418,,27.0,9869762904637.0,7561275100418.0
11,Mãsố > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,28,(7.088.825.980.325),(6.244.427.300.529),,28.0,-7088825980325.0,-6244427300529.0
20,Mãsố > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.780.936.924.312,1.316.847.799.889,,,2780936924312.0,1316847799889.0
21,Mãsố > 21,21,Doanh thu hoạt động tài chính,29,167.531.907.804,128.316.681.426,,29.0,167531907804.0,128316681426.0
22,Mãsố > 22,22,Chi phí tài chính,30,(45.072.929.624),(63.234.525.222),,30.0,-45072929624.0,-63234525222.0
23,Mãsố > 23,23,- Trong đó: Chi phí lãi vay,30,(18.580.201.013),(43.301.059.166),,30.0,-18580201013.0,-43301059166.0
25,Mãsố > 25,25,Chi phí bán hàng,31,(420.401.252.844),(369.000.315.151),,31.0,-420401252844.0,-369000315151.0
26,Mãsố > 26,26,Chi phí quản lý doanh nghiệp,32,(528.491.737.615),(304.406.663.012),,32.0,-528491737615.0,-304406663012.0
30,Mãsố > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.954.502.912.033,708.522.977.930,,,1954502912033.0,708522977930.0
31,Mãsố > 31,31,Thu nhập khác,,4.371.195.381,10.735.344.253,,,4371195381.0,10735344253.0
32,Mãsố > 32,32,Chi phí khác,,(2.604.118.573),(2.724.517.878),,,-2604118573.0,-2724517878.0
40,Mãsố > 40,40,Lợi nhuận khác,33,1.767.076.808,8.010.826.375,,33.0,1767076808.0,8010826375.0
50,Mãsố > 50,50,Tổng lợi nhuận kế toán trước thuế,,1.956.269.988.841,716.533.804.305,,,1956269988841.0,716533804305.0
51,Mãsố > 51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",34,(138.029.455.566),(52.561.609.356),,34.0,-138029455566.0,-52561609356.0
52,Mãsố > 52,52,Thu nhập/(chi phí) thuế TNDN hoãn lại,34,7.883.753.661,(1.525.860.678),,34.0,7883753661.0,-1525860678.0
60,Mãsố > 60,60,Lợi nhuận sau thuế TNDN,,1.826.124.286.936,662.446.334.271,,,1826124286936.0,662446334271.0
,,,Phân bổ cho:,,,,,,,
61,Mãsố > 61,61,LNST của công ty mẹ,,1.823.459.057.715,661.046.074.192,,,1823459057715.0,661046074192.0
62,Mãsố > 62,62,LNST của cổ đông không kiểm soát,,2.665.229.221,1.400.260.079,,,2665229221.0,1400260079.0
70,Mãsố > 70,70,Lãi cơ bản trên cổ phiếu,25(a),,1.017,,,,1017.0
71,Mãsố > 71,71,Lãi suy giảm trên cổ phiếu,25(b),,1.017,,,,1017.0
