row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Tập đoàn Đầu khí Việt Nam,Tập đoàn Đầu khí Việt Nam,Tập đoàn Đầu khí Việt Nam,Công ty mẹ,
Công ty Cổ phần Lộc hóa dầu Bình Sơn,Công ty Cổ phần Lộc hóa dầu Bình Sơn,Công ty Cổ phần Lộc hóa dầu Bình Sơn,Công ty thành viên thuộc tập đoàn,
Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Công ty thành viên thuộc tập đoàn,
Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,Công ty thành viên thuộc tập đoàn,
Tổng Công ty Phân bón và Hóa chấtDầu khí - CTCP - Chi nhánh Kinhdoanh Hóa chất Dầu khí,Tổng Công ty Phân bón và Hóa chấtDầu khí - CTCP - Chi nhánh Kinhdoanh Hóa chất Dầu khí,Tổng Công ty Phân bón và Hóa chấtDầu khí - CTCP - Chi nhánh Kinhdoanh Hóa chất Dầu khí,Công ty thành viên thuộc tập đoàn,
Công ty Bảo hiểm PVI Phía Nam,Công ty Bảo hiểm PVI Phía Nam,Công ty Bảo hiểm PVI Phía Nam,Công ty thành viên thuộc tập đoàn,
Công ty Bảo hiểm PVI Cà Mau,Công ty Bảo hiểm PVI Cà Mau,Công ty Bảo hiểm PVI Cà Mau,Công ty thành viên thuộc tập đoàn,
Chi nhánh Tổng Công ty Khí Việt Nam- Công ty Khí Cà Mau,Chi nhánh Tổng Công ty Khí Việt Nam- Công ty Khí Cà Mau,Chi nhánh Tổng Công ty Khí Việt Nam- Công ty Khí Cà Mau,Công ty thành viên thuộc tập đoàn,
Công ty Cổ phần Dịch vụ Bảo vệ An ninhDầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninhDầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninhDầu khí Việt Nam,Công ty thành viên thuộc tập đoàn,
Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,Công ty thành viên thuộc tập đoàn,
Công ty Cổ phần Phân bón và Hóa chấtDầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chấtDầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chấtDầu khí Đông Nam Bộ,Công ty thành viên thuộc tập đoàn,
Công ty Cổ phần Xây lắp Đường ốngBể chứa Dầu,Công ty Cổ phần Xây lắp Đường ốngBể chứa Dầu,Công ty Cổ phần Xây lắp Đường ốngBể chứa Dầu,Công ty thành viên thuộc tập đoàn,
Công ty Cổ phần Thương mại và Dịch vụKỹ Thuật Khoan Dầu Khí PVD,Công ty Cổ phần Thương mại và Dịch vụKỹ Thuật Khoan Dầu Khí PVD,Công ty Cổ phần Thương mại và Dịch vụKỹ Thuật Khoan Dầu Khí PVD,Công ty thành viên thuộc tập đoàn,
Công ty Cổ phần Phân bón và Hóa chấtDầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và Hóa chấtDầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và Hóa chấtDầu khí Tây Nam Bộ,Công ty thành viên thuộc tập đoàn,
Viện dầu khí Việt Nam,Viện dầu khí Việt Nam,Viện dầu khí Việt Nam,Công ty thành viên thuộc tập đoàn,
Công ty Cổ phần Đầu tư hạ tầng và Đô thịDầu khí,Công ty Cổ phần Đầu tư hạ tầng và Đô thịDầu khí,Công ty Cổ phần Đầu tư hạ tầng và Đô thịDầu khí,Công ty thành viên thuộc tập đoàn,
Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty thành viên thuộc tập đoàn,
Chi nhánh Tổng Công ty Phân Bón Hóa chấtDầu khí - Công ty Cổ phần - Nhà máy Đạm.Phú Mỹ,Chi nhánh Tổng Công ty Phân Bón Hóa chấtDầu khí - Công ty Cổ phần - Nhà máy Đạm.Phú Mỹ,Chi nhánh Tổng Công ty Phân Bón Hóa chấtDầu khí - Công ty Cổ phần - Nhà máy Đạm.Phú Mỹ,Công ty thành viên thuộc tập đoàn,
Trường Cao đẳng Nghề Dầu khí,Trường Cao đẳng Nghề Dầu khí,Trường Cao đẳng Nghề Dầu khí,Công ty thành viên thuộc tập đoàn,
