row_label_raw,row_label_full,col_0,2021VND,2020VND,numeric__2021VND,numeric__2020VND
Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,,
Chi phí mua hàng hóa và dịch vụ,Bên thứ ba > Chi phí mua hàng hóa và dịch vụ,Chi phí mua hàng hóa và dịch vụ,295.317.116.756,21.346.111.775,295317116756.0,21346111775.0
Chiết khấu thương mại phải trả,Bên thứ ba > Chiết khấu thương mại phải trả,Chiết khấu thương mại phải trả,199.515.410.195,56.512.371.793,199515410195.0,56512371793.0
Chi phí xúc tiến bán hàng,Bên thứ ba > Chi phí xúc tiến bán hàng,Chi phí xúc tiến bán hàng,26.693.725.725,16.479.670.013,26693725725.0,16479670013.0
Lãi vay phải trả,Bên thứ ba > Lãi vay phải trả,Lãi vay phải trả,1.287.604.929,5.035.488.008,1287604929.0,5035488008.0
Chi phí bảo lãnh phải trả,Bên thứ ba > Chi phí bảo lãnh phải trả,Chi phí bảo lãnh phải trả,-,500.143.854,,500143854.0
Khác,Bên thứ ba > Khác,Khác,11.323.449.583,11.775.417.440,11323449583.0,11775417440.0
Bên liên quan (Thuyết minh 38(b)),Bên liên quan (Thuyết minh 38(b)),Bên liên quan (Thuyết minh 38(b)),Bên liên quan (Thuyết minh 38(b)),Bên liên quan (Thuyết minh 38(b)),,
Phải trả thuế GTGT không được khấu trừ,Bên liên quan (Thuyết minh 38(b)) > Phải trả thuế GTGT không được khấu trừ,Phải trả thuế GTGT không được khấu trừ,19.019.656.275,14.374.223.655,19019656275.0,14374223655.0
,,,553.156.963.463,126.023.426.538,553156963463.0,126023426538.0
