row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
100,100,100,TÀI SẢN NGẮN HẠN,,7.276.291.649.429,3.978.192.126.939,,,7276291649429.0,3978192126939.0
110,110,110,Tiền và các khoản tương đương tiền,3,427.652.730.904,509.995.350.873,,3.0,427652730904.0,509995350873.0
111,111,111,Tiền,,427.652.730.904,289.995.350.873,,,427652730904.0,289995350873.0
112,112,112,Các khoản tương đương tiền,,-,220.000.000.000,,,,220000000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,4.362.000.000.000,2.302.000.000.000,,,4362000000000.0,2302000000000.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4,4.362.000.000.000,2.302.000.000.000,,4.0,4362000000000.0,2302000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,187.458.077.176,217.396.300.223,,,187458077176.0,217396300223.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,44.653.507.005,44.753.555.075,,5.0,44653507005.0,44753555075.0
132,132,132,Trà trước cho người bán ngắn hạn,6,86.006.714.411,15.505.616.232,,6.0,86006714411.0,15505616232.0
136,136,136,Phải thu ngắn hạn khác,7,94.287.650.528,157.278.122.406,,7.0,94287650528.0,157278122406.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(37.489.794.768),(140.993.490),,,-37489794768.0,-140993490.0
140,140,140,Hàng tồn kho,8,2.204.077.707.734,834.134.886.038,,8.0,2204077707734.0,834134886038.0
141,141,141,Hàng tồn kho,,2.204.077.707.734,834.430.472.995,,,2204077707734.0,834430472995.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,-,(295.586.957),,,,-295586957.0
150,150,150,Tài sản ngắn hạn khác,,95.103.133.615,114.665.589.805,,,95103133615.0,114665589805.0
151,151,151,Chỉ phí trả trước ngắn hạn,9(a),41.798.660.110,39.702.860.677,,,41798660110.0,39702860677.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",14(a),52.802.271.176,74.460.526.799,,,52802271176.0,74460526799.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,14(a),502.202.329,502.202.329,,,502202329.0,502202329.0
200,200,200,TÀI SẢN DÀI HẠN,,3.795.829.685.496,4.739.288.564.672,,,3795829685496.0,4739288564672.0
210,210,210,Các khoản phải thu dài hạn,,3.000.000,3.000.000,,,3000000.0,3000000.0
216,216,216,Phải thu dài hạn khác,,3.000.000,3.000.000,,,3000000.0,3000000.0
220,220,220,Tài sản cố định,,3.405.623.289.945,3.955.428.596.723,,,3405623289945.0,3955428596723.0
221,221,221,Tài sản cố định hữu hình,10(a),3.366.688.086.806,3.899.631.024.527,,,3366688086806.0,3899631024527.0
222,222,222,Nguyên giá,,15.104.050.606.596,14.272.460.795.228,,,15104050606596.0,14272460795228.0
223,223,223,Giá trị khấu hao lũy kế,,(11.737.362.519.790),(10.372.829.770.701),,,-11737362519790.0,-10372829770701.0
227,227,227,Tài sản cố định vô hình,10(b),38.935.203.139,55.797.572.196,,,38935203139.0,55797572196.0
228,228,228,Nguyên giá,,153.100.963.527,146.711.262.372,,,153100963527.0,146711262372.0
229,229,229,Giá trị khấu hao lũy kế,,(114.165.760.388),(90.913.690.176),,,-114165760388.0,-90913690176.0
240,240,240,Tài sản dở dang dài hạn,,66.117.926.735,760.955.297.273,,,66117926735.0,760955297273.0
242,242,242,Chỉ phí xây dựng cơ bản dở dang,11,66.117.926.735,760.955.297.273,,11.0,66117926735.0,760955297273.0
260,260,260,Tài sản dài hạn khác,,324.085.468.816,22.901.670.676,,,324085468816.0,22901670676.0
261,261,261,Chỉ phí trả trước dài hạn,9(b),310.558.758.401,17.258.713.922,,,310558758401.0,17258713922.0
262,262,262,Tài sản thuế thu nhập hoãn lại,18,13.526.710.415,5.642.956.754,,18.0,13526710415.0,5642956754.0
270,270,270,TỔNG TÀI SẢN,,11.072.121.334.925,8.717.480.691.611,,,11072121334925.0,8717480691611.0
