row_label_raw,row_label_full,Tên nguyên vật liệu,Đơn vị,Số lượng Kg,numeric__Đơn vị,numeric__Số lượng Kg
,,,Công ty TNHH Một thành viên,,,
N.Humate+Te 28-5 (50kg),N.Humate+Te 28-5 (50kg),N.Humate+Te 28-5 (50kg),Nông nghiệp Bế Tư,53.700,,53700.0
,,,Công ty TNHH Thương mại,,,
N.Humate+Te 28-5 (50kg),N.Humate+Te 28-5 (50kg),N.Humate+Te 28-5 (50kg),Nguyễn Khoa,10.000,,10000.0
,,,Công ty TNHH Vân tải Nông nghiệp,,,
N.Humate+Te 28-5 (50kg),N.Humate+Te 28-5 (50kg),N.Humate+Te 28-5 (50kg),Hưng Thạnh,67.200,,67200.0
N.Humate+Te 28-5 (50kg),N.Humate+Te 28-5 (50kg),N.Humate+Te 28-5 (50kg),Công ty TNHH Trọng Tín,16.000,,16000.0
N.Humate+Te 28-5 (25kg),N.Humate+Te 28-5 (25kg),N.Humate+Te 28-5 (25kg),Công ty TNHH Trọng Tín,3.000,,3000.0
