row_label_raw,row_label_full,col_0,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán_1,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn_1,Tổng cộng,numeric__Chứng khoán đầu tư sẵn sàng để bán,numeric__Chứng khoán đầu tư sẵn sàng để bán_1,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng cụ thể,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Số dư đầu năm(Hoàn nhập)/trích lập,Số dư đầu năm(Hoàn nhập)/trích lập,Số dư đầu năm(Hoàn nhập)/trích lập,41.633(5.138),263.550357.500,46.770(28.982),-197.352,351.953520.732,,263550357500.0,,-197352.0,351953520732.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,36.495,621.050,17.788,197.352,872.685,36495.0,621050.0,17788.0,197352.0,872685.0
