row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay Triệu VND,Tổng tiền gửi Triệu VND,Các cam kết ngoại bằng Triệu VND,CCTC phải sinh (Tổng giá trị ghi số kế toán) Triệu VND,Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC) Triệu VND,numeric__Tổng dư nợ cho vay Triệu VND,numeric__Tổng tiền gửi Triệu VND,numeric__Các cam kết ngoại bằng Triệu VND,numeric__CCTC phải sinh (Tổng giá trị ghi số kế toán) Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC) Triệu VND
Trong nước,Trong nước,Trong nước,2.025.578.707,2.281.408.492,415.070.120,663.256,285.284.081,2025578707.0,2281408492.0,415070120.0,663256.0,285284081.0
Nước ngoài,Nước ngoài,Nước ngoài,966.219,1.328.825,44.674,-,-,966219.0,1328825.0,44674.0,,
,,,2.026.544.926,2.282.737.317,415.114.794,663.256,285.284.081,2026544926.0,2282737317.0,415114794.0,663256.0,285284081.0
