row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,372.162.109,328.842.888,372162109.0,328842888.0
- Bằng VND,- Bằng VND,- Bằng VND,327.248.058,291.815.827,327248058.0,291815827.0
- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,44.914.051,37.027.061,44914051.0,37027061.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,1.544.807.074,1.346.237.555,1544807074.0,1346237555.0
- Bằng VND,- Bằng VND,- Bằng VND,1.484.020.487,1.298.825.703,1484020487.0,1298825703.0
- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,60.786.587,47.411.852,60786587.0,47411852.0
Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,8.397.230,6.934.874,8397230.0,6934874.0
- Bằng VND,- Bằng VND,- Bằng VND,5.096.317,4.911.197,5096317.0,4911197.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.300.913,2.023.677,3300913.0,2023677.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,4.191.045,3.538.547,4191045.0,3538547.0
- Bằng VND,- Bằng VND,- Bằng VND,3.815.339,3.233.638,3815339.0,3233638.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,375.706,304.909,375706.0,304909.0
,,,1.929.557.458,1.685.553.864,1929557458.0,1685553864.0
