row_label_raw,row_label_full,Bên liên quan,Số dư,31/12/2023,31/12/2023_1,numeric__Số dư,numeric__31/12/2023,numeric__31/12/2023_1
Bên liên quan,Bên liên quan,Bên liên quan,Số dư,Phải thuTriệu VND,Phải trảTriệu VND,,,
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,- Tiền gửi tại Ngân hàng của các công ty con,-,6.274.122,,,6274122.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,- Tiền vay từ Ngân hàng của các công ty con,1.495.000,-,,1495000.0,
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,- Tiền gửi của Ngân hàng tại các công ty con,7.877.649,-,,7877649.0,
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,- Tiền vay của Ngân hàng tại các công ty con,-,296,,,296.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,- Phải thu từ các công ty con,222.000,-,,222000.0,
Các công ty liên doanh,Bên liên quan > Các công ty liên doanh,Các công ty liên doanh,- Tiền gửi tại Ngân hàng của các công ty liên doanh,-,3.992.564,,,3992564.0
Các công ty liên doanh,Bên liên quan > Các công ty liên doanh,Các công ty liên doanh,- Tiền gửi của Ngân hàng tại các công ty liên doanh,2.501.527,-,,2501527.0,
Các công ty liên doanh,Bên liên quan > Các công ty liên doanh,Các công ty liên doanh,- Phải thu các công ty liên doanh,50.000,-,,50000.0,
Các công ty liên kết,Bên liên quan > Các công ty liên kết,Các công ty liên kết,- Tiền gửi tại Ngân hàng của các công ty liên kết,-,471.442,,,471442.0
Các công ty liên kết,Bên liên quan > Các công ty liên kết,Các công ty liên kết,- Tiền vay từ Ngân hàng của các công ty liên kết,193.731,-,,193731.0,
