row_label_raw,row_label_full,col_0,Vốn điều lệTriệu VND,Thặng dưvốn cố phầnTriệu VND,Quỹ dự phòngtài chínhTriệu VND,Quỹ dự trữbố sungvốn điều lệTriệu VND,Lợi nhuận sau thuếchưa phân phốiTriệu VND,Tổng cộngTriệu VND,numeric__Vốn điều lệTriệu VND,numeric__Thặng dưvốn cố phầnTriệu VND,numeric__Quỹ dự phòngtài chínhTriệu VND,numeric__Quỹ dự trữbố sungvốn điều lệTriệu VND,numeric__Lợi nhuận sau thuếchưa phân phốiTriệu VND,numeric__Tổng cộngTriệu VND
Số dư tại ngày 1/1/2024,Số dư tại ngày 1/1/2024,Số dư tại ngày 1/1/2024,57.004.359,14.292.382,10.082.829,5.083.515,28.707.837,115.170.922,57004359.0,14292382.0,10082829.0,5083515.0,28707837.0,115170922.0
Tăng vốn từ trả cố tức bằng cố phiếu,Tăng vốn từ trả cố tức bằng cố phiếu,Tăng vốn từ trả cố tức bằng cố phiếu,11.970.794,-,-,-,(11.970.794),-,11970794.0,,,,-11970794.0,
Lợi nhuận sau thuế trong năm,Lợi nhuận sau thuế trong năm,Lợi nhuận sau thuế trong năm,-,-,-,-,24.509.019,24.509.019,,,,,24509019.0,24509019.0
Trích/tạm trích các quỹ năm 2024,Trích/tạm trích các quỹ năm 2024,Trích/tạm trích các quỹ năm 2024,-,-,2.452.949,1.226.474,(3.679.423),-,,,2452949.0,1226474.0,-3679423.0,
"Trích lập bố sung quỹ khen thưởng, phúc lợicác năm tài chính trước","Trích lập bố sung quỹ khen thưởng, phúc lợicác năm tài chính trước","Trích lập bố sung quỹ khen thưởng, phúc lợicác năm tài chính trước",-,-,-,-,(467.805),(467.805),,,,,-467805.0,-467805.0
"Tạm trích quỹ khen thưởng, phúc lợi năm2024","Tạm trích quỹ khen thưởng, phúc lợi năm2024","Tạm trích quỹ khen thưởng, phúc lợi năm2024",-,-,-,-,(2.957.073),(2.957.073),,,,,-2957073.0,-2957073.0
Tăng khác,Tăng khác,Tăng khác,-,-,-,2.286,22.395,24.681,,,,2286.0,22395.0,24681.0
Số dư tại ngày 31/12/2024,Số dư tại ngày 31/12/2024,Số dư tại ngày 31/12/2024,68.975.153,14.292.382,12.535.778,6.312.275,34.164.156,136.279.744,68975153.0,14292382.0,12535778.0,6312275.0,34164156.0,136279744.0
