row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,31/12/2023,31/12/2023_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__31/12/2023,numeric__31/12/2023_1
,,,Giá gốc Triệu VND,Tỷ lệ sở hữu của Ngân hàng %,Giá gốc Triệu VND,Tỷ lệ sở hữu của Ngân hàng %,,,,
"Ngân hàng Đầu tư và Phát triển Campuchia (""BIDC"")","Ngân hàng Đầu tư và Phát triển Campuchia (""BIDC"")","Ngân hàng Đầu tư và Phát triển Campuchia (""BIDC"")",2.448.164,"98,50",2.448.164,"98,50",2448164.0,98.5,2448164.0,98.5
"Ngân hàng Liên doanh Lào Việt (""LVB"")","Ngân hàng Liên doanh Lào Việt (""LVB"")","Ngân hàng Liên doanh Lào Việt (""LVB"")",1.294.466,"65,00",1.294.466,"65,00",1294466.0,65.0,1294466.0,65.0
"Công ty Cho thuê Tài chính TNHH BIDV-SuMi TRUST (""BSL"")","Công ty Cho thuê Tài chính TNHH BIDV-SuMi TRUST (""BSL"")","Công ty Cho thuê Tài chính TNHH BIDV-SuMi TRUST (""BSL"")",447.813,"50,00",447.813,"50,00",447813.0,50.0,447813.0,50.0
"Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản BIDV (""BAMC"")","Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản BIDV (""BAMC"")","Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản BIDV (""BAMC"")",100.000,"100,00",100.000,"100,00",100000.0,100.0,100000.0,100.0
"Công ty Cổ phần Chứng khoán BIDV (""BSC"")","Công ty Cổ phần Chứng khoán BIDV (""BSC"")","Công ty Cổ phần Chứng khoán BIDV (""BSC"")",762.254,"51,96",762.254,"51,96",762254.0,51.96,762254.0,51.96
"Tổng Công ty Cổ phần Bảo hiểm BIDV (""BIC"")","Tổng Công ty Cổ phần Bảo hiểm BIDV (""BIC"")","Tổng Công ty Cổ phần Bảo hiểm BIDV (""BIC"")",544.826,"51,00",544.826,"51,00",544826.0,51.0,544826.0,51.0
"Công ty Cổ phần Chứng khoán MHB (""MHBS"")","Công ty Cổ phần Chứng khoán MHB (""MHBS"")","Công ty Cổ phần Chứng khoán MHB (""MHBS"")",102.000,"60,00",102.000,"60,00",102000.0,60.0,102000.0,60.0
,,,5.699.523,,5.699.523,,5699523.0,,5699523.0,
Dự phòng giảm giá đầu tư vào công ty con,Dự phòng giảm giá đầu tư vào công ty con,Dự phòng giảm giá đầu tư vào công ty con,(102.000),,(102.000),,-102000.0,,-102000.0,
,,,5.597.523,,5.597.523,,5597523.0,,5597523.0,
