row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND,numeric__2024Triệu VND,numeric__2023Triệu VND
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",61.263,69.816,61263.0,69816.0
2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,14.843.875,13.475.321,14843875.0,13475321.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi lương và phụ cấp,Trong đó: > - Chi lương và phụ cấp,- Chi lương và phụ cấp,12.006.508,10.746.379,12006508.0,10746379.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,1.095.301,1.032.137,1095301.0,1032137.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,1.228.335,1.202.899,1228335.0,1202899.0
- Chi khác cho nhân viên,Trong đó: > - Chi khác cho nhân viên,- Chi khác cho nhân viên,5.486,7.915,5486.0,7915.0
3. Chi về tài sản,Trong đó: > 3. Chi về tài sản,3. Chi về tài sản,4.209.778,3.695.293,4209778.0,3695293.0
Trong đó: khấu hao tài sản cố định,Trong đó: > Trong đó: khấu hao tài sản cố định,Trong đó: khấu hao tài sản cố định,1.208.424,1.203.083,1208424.0,1203083.0
4. Chi cho hoạt động quản lý công vụ,Trong đó: > 4. Chi cho hoạt động quản lý công vụ,4. Chi cho hoạt động quản lý công vụ,5.474.899,5.209.469,5474899.0,5209469.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công tác phí,Trong đó: > - Công tác phí,- Công tác phí,273.497,216.219,273497.0,216219.0
- Chi hoạt động đoàn thể của TCTD,Trong đó: > - Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,28.179,28.714,28179.0,28714.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiên gửi của khách hàng","Trong đó: > 5. Chi nộp phí bảo hiểm, bảo toàn tiên gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiên gửi của khách hàng",1.301.339,1.136.165,1301339.0,1136165.0
6. (Hoàn nhập)/trích lập chi phí dự phòng (không bao gồm chi phí DPRR tín dụng nội và ngoại bằng; chi phí DPRR chứng khoán),Trong đó: > 6. (Hoàn nhập)/trích lập chi phí dự phòng (không bao gồm chi phí DPRR tín dụng nội và ngoại bằng; chi phí DPRR chứng khoán),6. (Hoàn nhập)/trích lập chi phí dự phòng (không bao gồm chi phí DPRR tín dụng nội và ngoại bằng; chi phí DPRR chứng khoán),(94.741),13.328,-94741.0,13328.0
,,,25.796.413,23.599.392,25796413.0,23599392.0
