row_label_raw,row_label_full,col_0,Thuyết minh,2024Triệu VND,2023Triệu VND,numeric__Thuyết minh,numeric__2024Triệu VND,numeric__2023Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(1.176.291),(1.931.888),,-1176291.0,-1931888.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,12.321,11.701,,12321.0,11701.0
"Tiền chi thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi thanh lý, nhượng bán TSCĐ","Tiền chi thanh lý, nhượng bán TSCĐ",,(4.695),(2.434),,-4695.0,-2434.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,14.108,-,,14108.0,
"Tiền thu cố tức và lợi nhuận được chia từcác khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cố tức và lợi nhuận được chia từcác khoản đầu tư, góp vốn dài hạn","Tiền thu cố tức và lợi nhuận được chia từcác khoản đầu tư, góp vốn dài hạn",,152.049,277.046,,152049.0,277046.0
LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,(1.002.508),(1.645.575),,-1002508.0,-1645575.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điềukiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điềukiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điềukiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,19.000.000,-,,19000000.0,
Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiệntính vào vốn tự có và các khoản vốn vay dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiệntính vào vốn tự có và các khoản vốn vay dài hạn khác,Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiệntính vào vốn tự có và các khoản vốn vay dài hạn khác,,(16.638.410),-,,-16638410.0,
LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,2.361.590,-,,2361590.0,
LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,,98.945.659,(72.539.966),,98945659.0,-72539966.0
TIÊN VÀ CÁC KHOẦN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > TIÊN VÀ CÁC KHOẦN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,TIÊN VÀ CÁC KHOẦN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,,221.115.817,293.655.783,,221115817.0,293655783.0
TIÊN VÀ CÁC KHOẦN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > TIÊN VÀ CÁC KHOẦN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,TIÊN VÀ CÁC KHOẦN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,34,320.061.476,221.115.817,34.0,320061476.0,221115817.0
