row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND,numeric__2024Triệu VND,numeric__2023Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,9.663.462,8.761.855,9663462.0,8761855.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,4.233.787,4.117.790,4233787.0,4117790.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,144.046,125.506,144046.0,125506.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,80.090,84.209,80090.0,84209.0
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,1.035.793,1.001.557,1035793.0,1001557.0
Dịch vụ thể,Dịch vụ thể,Dịch vụ thể,2.173.398,2.041.649,2173398.0,2041649.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,1.996.348,1.391.144,1996348.0,1391144.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(4.034.400),(3.303.886),-4034400.0,-3303886.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,(1.081.054),(496.082),-1081054.0,-496082.0
"Bưu điện, viễn thông","Bưu điện, viễn thông","Bưu điện, viễn thông",(183.684),(167.047),-183684.0,-167047.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,(285.396),(374.162),-285396.0,-374162.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,(873),(739),-873.0,-739.0
Dịch vụ thể,Dịch vụ thể,Dịch vụ thể,(1.339.266),(1.318.906),-1339266.0,-1318906.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(1.144.127),(946.950),-1144127.0,-946950.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,5.629.062,5.457.969,5629062.0,5457969.0
