row_label_raw,row_label_full,Bên liên quan,Các giao dịch,2024Triệu VND,2023Triệu VND,numeric__Các giao dịch,numeric__2024Triệu VND,numeric__2023Triệu VND
Các công ty con,Các công ty con,Các công ty con,- Giảm tiền gửi tại Ngân hàng của các công ty con,891.454,1.480.390,,891454.0,1480390.0
Các công ty con,Các công ty con,Các công ty con,- (Giảm)/tăng tiền vay từ Ngân hàng của các công ty con,(440.000),730.000,,-440000.0,730000.0
Các công ty con,Các công ty con,Các công ty con,- Tăng tiền gửi của Ngân hàng tại các công ty con,1.833.237,892.040,,1833237.0,892040.0
Các công ty con,Các công ty con,Các công ty con,- Giảm/(tang) tiền vay của Ngân hàng tại các công ty con,296,(1.370),,296.0,-1370.0
Các công ty con,Các công ty con,Các công ty con,- Giảm phải thu từ các công ty con,(13.240),-,,-13240.0,
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,-Tăng tiền gửi tại Ngân hàng của các công ty liên doanh,(758.376),(904.771),,-758376.0,-904771.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- Tăng/(giảm) tiền gửi của Ngân hàng tại các công ty liên doanh,62.388,(2.377.994),,62388.0,-2377994.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm)/tăng phải thu các công ty liên doanh,(50.000),50.000,,-50000.0,50000.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Tăng tiền gửi tại Ngân hàng của các công ty liên kết,(308.876),(140.907),,-308876.0,-140907.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Giảm tiền vay từ Ngân hàng của các công ty liên kết,(193.731),(117.847),,-193731.0,-117847.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Tăng phải thu các công ty liên kết,53.725,-,,53725.0,
