row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Chứng chỉ tiên gửi,Chứng chỉ tiên gửi,Chứng chỉ tiên gửi,148.359.629,139.170.425,148359629.0,139170425.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,123.548.788,104.036.579,123548788.0,104036579.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,24.790.896,35.133.822,24790896.0,35133822.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,19.945,24,19945.0,24.0
Kỳ phiếu,Kỳ phiếu,Kỳ phiếu,513,626,513.0,626.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,306,298,306.0,298.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,207,328,207.0,328.0
Trái phiếu,Trái phiếu,Trái phiếu,5.500.376,8.000.368,5500376.0,8000368.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,61,5.500.060,61.0,5500060.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,5.500.315,2.500.308,5500315.0,2500308.0
Trái phiếu tăng vốn cấp 2,Trái phiếu tăng vốn cấp 2,Trái phiếu tăng vốn cấp 2,45.139.647,42.778.057,45139647.0,42778057.0
,,,199.000.165,189.949.476,199000165.0,189949476.0
