row_label_raw,row_label_full,col_0,Dự phòng cụ thể,Dự phòng chung,Tổng cộng,numeric__Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,26.441.193,12.963.859,39.405.052,26441193.0,12963859.0,39405052.0
Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,18.608.008,2.002.494,20.610.502,18608008.0,2002494.0,20610502.0
"Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm",(23.071.832),-,(23.071.832),-23071832.0,,-23071832.0
Khác,Khác,Khác,-,721,721,,721.0,721.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,21.977.369,14.967.074,36.944.443,21977369.0,14967074.0,36944443.0
