row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
"Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",8.085.623,8.118.623,8085623.0,8118623.0
Các khoản đầu tư vào công ty con,Các khoản đầu tư vào công ty con,Các khoản đầu tư vào công ty con,5.699.523,5.699.523,5699523.0,5699523.0
Các khoản đầu tư vào công ty liên doanh,Các khoản đầu tư vào công ty liên doanh,Các khoản đầu tư vào công ty liên doanh,2.021.143,2.021.143,2021143.0,2021143.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,244.207,244.207,244207.0,244207.0
Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,120.750,153.750,120750.0,153750.0
Dự phòng giảm giá đầu tư,Dự phòng giảm giá đầu tư,Dự phòng giảm giá đầu tư,(201.607),(272.434),-201607.0,-272434.0
Dự phòng giảm giá đầu tư vào công ty con,Dự phòng giảm giá đầu tư vào công ty con,Dự phòng giảm giá đầu tư vào công ty con,(102.000),(102.000),-102000.0,-102000.0
Dự phòng giảm giá đầu tư vào công ty liên doanh,Dự phòng giảm giá đầu tư vào công ty liên doanh,Dự phòng giảm giá đầu tư vào công ty liên doanh,(63.582),(116.818),-63582.0,-116818.0
Dự phòng giảm giá đầu tư dài hạn khác,Dự phòng giảm giá đầu tư dài hạn khác,Dự phòng giảm giá đầu tư dài hạn khác,(36.025),(53.616),-36025.0,-53616.0
,,,7.884.016,7.846.189,7884016.0,7846189.0
