row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,272.414.707,200.037.610,272414707.0,200037610.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,142.188.474,87.339.668,142188474.0,87339668.0
- Bằng VND,- Bằng VND,- Bằng VND,90.710.978,51.981.956,90710978.0,51981956.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,51.477.496,35.357.712,51477496.0,35357712.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,130.226.233,112.697.942,130226233.0,112697942.0
- Bằng VND,- Bằng VND,- Bằng VND,109.284.788,89.650.942,109284788.0,89650942.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,20.941.445,23.047.000,20941445.0,23047000.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,12.736.790,16.053.391,12736790.0,16053391.0
- Bằng VND,- Bằng VND,- Bằng VND,11.690.308,14.157.334,11690308.0,14157334.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.046.482,1.896.057,1046482.0,1896057.0
Dự phòng rủi ro tiền gửi và cho vay các TCTD khác (i),Dự phòng rủi ro tiền gửi và cho vay các TCTD khác (i),Dự phòng rủi ro tiền gửi và cho vay các TCTD khác (i),(80.821),(85.151),-80821.0,-85151.0
,,,285.070.676,216.005.850,285070676.0,216005850.0
