row_label_raw,row_label_full,col_0,Công ty conTriệu VND,Công tyliên doanhTriệu VND,Đầu tư đàihạn khácTriệu VND,Tổng cộngTriệu VND,numeric__Công ty conTriệu VND,numeric__Công tyliên doanhTriệu VND,numeric__Đầu tư đàihạn khácTriệu VND,numeric__Tổng cộngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,102.000,134.570,53.935,290.505,102000.0,134570.0,53935.0,290505.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,-,(17.752),(319),(18.071),,-17752.0,-319.0,-18071.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,102.000,116.818,53.616,272.434,102000.0,116818.0,53616.0,272434.0
