row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
,,,Trên 3 tháng,Đến 3 tháng,Đến1 tháng,Từ trên 1 đến3 tháng,Từ trên 3 đến12 tháng,Từ trên 1 nămđến 5 năm,Trên5 năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,10.015.748,-,-,-,-,10.015.748,,,10015748.0,,,,,10015748.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,86.822.754,-,-,-,-,86.822.754,,,86822754.0,,,,,86822754.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),641,-,211.503.700,25.625.246,44.247.069,3.477.501,297.340,285.151.497,641.0,,211503700.0,25625246.0,44247069.0,3477501.0,297340.0,285151497.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,1.328.549,7.915.370,-,9.243.919,,,,,1328549.0,7915370.0,,9243919.0
Các công cụ tài chính phải sinh và cáctài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và cáctài sản tài chính khác,Các công cụ tài chính phải sinh và cáctài sản tài chính khác,-,-,1.029.563,(37.926),(314.816),(13.565),-,663.256,,,1029563.0,-37926.0,-314816.0,-13565.0,,663256.0
Cho vay khách hàng và Trái phiếudoanh nghiệp chưa niêm yết (*),Tài sản > Cho vay khách hàng và Trái phiếudoanh nghiệp chưa niêm yết (*),Cho vay khách hàng và Trái phiếudoanh nghiệp chưa niêm yết (*),28.092.636,11.368.046,125.102.887,453.654.271,783.784.831,266.860.056,350.087.167,2.018.949.894,28092636.0,11368046.0,125102887.0,453654271.0,783784831.0,266860056.0,350087167.0,2018949894.0
Chứng khoán đầu tư (không bao gồm Tráiphiêu doanh nghiệp chưa niêm yết) (*),Tài sản > Chứng khoán đầu tư (không bao gồm Tráiphiêu doanh nghiệp chưa niêm yết) (*),Chứng khoán đầu tư (không bao gồm Tráiphiêu doanh nghiệp chưa niêm yết) (*),-,-,4.100.064,4.625.466,93.318.118,80.193.888,88.660.868,270.898.404,,,4100064.0,4625466.0,93318118.0,80193888.0,88660868.0,270898404.0
