row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2025 Triệu VND,Tại ngày > 31.12.2024 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025 Triệu VND,numeric__Tại ngày > 31.12.2024 Triệu VND
1,1,1,Bảo lãnh vay vốn,39.1,83.036,54.784,,391.0,83036.0,54784.0
2,2,2,Cam kết giao dịch hối đoái,39.1,165.444.063,195.824.188,,391.0,165444063.0,195824188.0
2,2,2,Cam kết mua ngoại tệ,,3.176.017,1.671.699,,,3176017.0,1671699.0
2,2,2,Cam kết bán ngoại tệ,,2.189.273,1.865.951,,,2189273.0,1865951.0
2,2,2,Cam kết giao dịch hoán đổi,,160.078.773,192.286.538,,,160078773.0,192286538.0
4,4,4,Cam kết trong nghiệp vụ L/C,39.1,6.666.479,3.311.773,,391.0,6666479.0,3311773.0
5,5,5,Bảo lãnh khác,39.1,19.772.573,14.262.824,,391.0,19772573.0,14262824.0
6,6,6,Các cam kết khác,39.1,25.031.882,28.349.409,,391.0,25031882.0,28349409.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,40,1.603.488,1.733.456,,40.0,1603488.0,1733456.0
8,8,8,Nợ khó đòi đã xử lý,41,8.618.443,6.783.880,,41.0,8618443.0,6783880.0
9,9,9,Tài sân và chứng từ khác,42,2.207.595,885.974,,42.0,2207595.0,885974.0
