row_label_raw,row_label_full,col_0,USD,Vàng,EUR,JPY,AUD,CAD,Khác,Tổng cộng,numeric__USD,numeric__Vàng,numeric__EUR,numeric__JPY,numeric__AUD,numeric__CAD,numeric__Khác,numeric__Tổng cộng
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",882.820,51.138,9.538,4.652,21.622,5.034,1.546,976.350,882820.0,51138.0,9538.0,4652.0,21622.0,5034.0,1546.0,976350.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,5.138.337,-,-,-,-,-,-,5.138.337,5138337.0,,,,,,,5138337.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),20.506.671,-,274.324,4.734.277,164.926,82.206,105.347,25.867.751,20506671.0,,274324.0,4734277.0,164926.0,82206.0,105347.0,25867751.0
Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,,,,,,,,
tài chính khác,Các công cụ tài chính phải sinh và các tài sản > tài chính khác,tài chính khác,(21.258.565),-,-,(3.746.218),15.894,(17.773),-,(25.006.662),-21258565.0,,,-3746218.0,15894.0,-17773.0,,-25006662.0
Cho vay khách hàng (*),Các công cụ tài chính phải sinh và các tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),14.388.610,-,-,-,-,-,-,14.388.610,14388610.0,,,,,,,14388610.0
Tài sản Có khác (*),Các công cụ tài chính phải sinh và các tài sản > Tài sản Có khác (*),Tài sản Có khác (*),504.161,5.075,4.930,8.472,-,-,-,522.638,504161.0,5075.0,4930.0,8472.0,,,,522638.0
Tổng tài sản,Các công cụ tài chính phải sinh và các tài sản > Tổng tài sản,Tổng tài sản,20.162.034,56.213,288.792,1.001.183,202.442,69.467,106.893,21.887.024,20162034.0,56213.0,288792.0,1001183.0,202442.0,69467.0,106893.0,21887024.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,8.067.161,-,10.593,21.623,-,-,-,8.099.377,8067161.0,,10593.0,21623.0,,,,8099377.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,12.701.429,-,244.864,861.489,112.187,53.556,50.964,14.024.489,12701429.0,,244864.0,861489.0,112187.0,53556.0,50964.0,14024489.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,12.176,-,-,-,12.176,,,,12176.0,,,,12176.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,495.985,-,10.858,12.432,17.453,5.045,6.143,547.916,495985.0,,10858.0,12432.0,17453.0,5045.0,6143.0,547916.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,21.264.575,-,266.315,907.720,129.640,58.601,57.107,22.683.958,21264575.0,,266315.0,907720.0,129640.0,58601.0,57107.0,22683958.0
Trạng thái tiền tệ nội bằng,Nợ phải trả > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,(1.102.541),56.213,22.477,93.463,72.802,10.866,49.786,(796.934),-1102541.0,56213.0,22477.0,93463.0,72802.0,10866.0,49786.0,-796934.0
Trạng thái tiền tệ ngoại bằng,Nợ phải trả > Trạng thái tiền tệ ngoại bằng,Trạng thái tiền tệ ngoại bằng,(114.099),-,-,(19.903),(56.980),711,(3.981),(194.252),-114099.0,,,-19903.0,-56980.0,711.0,-3981.0,-194252.0
"Trạng thái tiền tệ nội, ngoại bằng","Nợ phải trả > Trạng thái tiền tệ nội, ngoại bằng","Trạng thái tiền tệ nội, ngoại bằng",(1.216.640),56.213,22.477,73.560,15.822,11.577,45.805,(991.186),-1216640.0,56213.0,22477.0,73560.0,15822.0,11577.0,45805.0,-991186.0
