row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
Thương mại,Thương mại,Thương mại,120.134.692,100.261.294,120134692.0,100261294.0
Sân xuất và gia công chế biến,Sân xuất và gia công chế biến,Sân xuất và gia công chế biến,44.060.495,36.272.884,44060495.0,36272884.0
Xây dựng,Xây dựng,Xây dựng,22.131.494,20.471.657,22131494.0,20471657.0
Dịch vụ cá nhân và công đồng,Dịch vụ cá nhân và công đồng,Dịch vụ cá nhân và công đồng,21.432.988,19.418.129,21432988.0,19418129.0
Tư vấn và kinh doanh bắt động sản,Tư vấn và kinh doanh bắt động sản,Tư vấn và kinh doanh bắt động sản,12.306.608,7.563.949,12306608.0,7563949.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",6.491.487,5.049.985,6491487.0,5049985.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,1.945.595,1.789.899,1945595.0,1789899.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",2.498.470,1.832.339,2498470.0,1832339.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,589.450,695.852,589450.0,695852.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,20.750.638,8.599.396,20750638.0,8599396.0
"Hoạt động khoa học, công nghệ","Hoạt động khoa học, công nghệ","Hoạt động khoa học, công nghệ",2.882.869,1.291.286,2882869.0,1291286.0
Y tế và cứu trợ xã hội,Y tế và cứu trợ xã hội,Y tế và cứu trợ xã hội,926.245,818.531,926245.0,818531.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,430.626.321,376.621.047,430626321.0,376621047.0
,,,686.777.352,580.686.248,686777352.0,580686248.0
