row_label_raw,row_label_full,col_0,Tiền gửi tại Ngân hàng Nhà nước Triệu VND,Tiền gửi và cho vay các TCTD khác Triệu VND,Chứng khoán nợ kinh doanh Triệu VND,Các công cụ tài chính phải sinh Triệu VND,Cho vay khách hàng Triệu VND,Chứng khoán nợ đầu tư Triệu VND,Các tài sản tài chính khác Triệu VND,Tổng cộng Triệu VND,numeric__Tiền gửi tại Ngân hàng Nhà nước Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác Triệu VND,numeric__Chứng khoán nợ kinh doanh Triệu VND,numeric__Các công cụ tài chính phải sinh Triệu VND,numeric__Cho vay khách hàng Triệu VND,numeric__Chứng khoán nợ đầu tư Triệu VND,numeric__Các tài sản tài chính khác Triệu VND,numeric__Tổng cộng Triệu VND
Chưa quá hạn và chưa bị suy giảm giá trị,Chưa quá hạn và chưa bị suy giảm giá trị,Chưa quá hạn và chưa bị suy giảm giá trị,16.574.958,149.990.681,2.544.577,324.298,675.491.067,144.111.140,11.437.772,1.000.474.493,16574958.0,149990681.0,2544577.0,324298.0,675491067.0,144111140.0,11437772.0,1000474493.0
Đã quá hạn nhưng chưa bị suy giảm giá trị,Đã quá hạn nhưng chưa bị suy giảm giá trị,Đã quá hạn nhưng chưa bị suy giảm giá trị,-,-,-,-,2.004.195,-,307,2.004.502,,,,,2004195.0,,307.0,2004502.0
Đã quá hạn và bị suy giảm giá trị,Đã quá hạn và bị suy giảm giá trị,Đã quá hạn và bị suy giảm giá trị,-,-,-,-,9.282.090,-,187.904,9.469.994,,,,,9282090.0,,187904.0,9469994.0
Trừ: Dự phòng rủi ro,Trừ: Dự phòng rủi ro,Trừ: Dự phòng rủi ro,-,-,-,-,(7.624.729),(11.250),(183.215),(7.819.194),,,,,-7624729.0,-11250.0,-183215.0,-7819194.0
Giá trị ròng,Giá trị ròng,Giá trị ròng,16.574.958,149.990.681,2.544.577,324.298,679.152.623,144.099.890,11.442.768,1.004.129.795,16574958.0,149990681.0,2544577.0,324298.0,679152623.0,144099890.0,11442768.0,1004129795.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,,,,,,,,,,,,,,,,
Dự phòng cụ thể,Dự phòng rủi ro > Dự phòng cụ thể,Dự phòng cụ thể,-,-,-,-,(2.525.003),-,-,(2.525.003),,,,,-2525003.0,,,-2525003.0
Dự phòng chung,Dự phòng rủi ro > Dự phòng chung,Dự phòng chung,-,-,-,-,(4.982.250),(11.250),(107),(4.993.607),,,,,-4982250.0,-11250.0,-107.0,-4993607.0
Dự phòng rủi ro khác,Dự phòng rủi ro > Dự phòng rủi ro khác,Dự phòng rủi ro khác,-,-,-,-,(117.476),-,(183.108),(300.584),,,,,-117476.0,,-183108.0,-300584.0
