row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,941.203,1.280.584,941203.0,1280584.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,6.924.447,5.125.200,6924447.0,5125200.0
- Chuyển tiền phải trả,- Chuyển tiền phải trả,- Chuyển tiền phải trả,385.590,376.277,385590.0,376277.0
- Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 37),- Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 37),- Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 37),2.174.750,2.582.875,2174750.0,2582875.0
- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,790.590,220.289,790590.0,220289.0
- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,2.914.186,1.674.127,2914186.0,1674127.0
- Phải trả khác,- Phải trả khác,- Phải trả khác,659.331,271.632,659331.0,271632.0
Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),5.667.622,6.235.417,5667622.0,6235417.0
"Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)",817.424,847.298,817424.0,847298.0
Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),1.541.280,1.480.612,1541280.0,1480612.0
,,,15.891.976,14.969.111,15891976.0,14969111.0
