row_label_raw,row_label_full,Lợi nhuận trước thuế TNDNCác khoản mục điều chỉnh:,Năm 2025Triệu VND > 19.538.776,Năm 2024Triệu VND > 21.005.871,numeric__Năm 2025Triệu VND > 19.538.776,numeric__Năm 2024Triệu VND > 21.005.871
"Trừ (-) Thu nhập được miễn thuế TNDN:- Thu nhập từ góp vốn, mua cổ phần","Trừ (-) Thu nhập được miễn thuế TNDN:- Thu nhập từ góp vốn, mua cổ phần","Trừ (-) Thu nhập được miễn thuế TNDN:- Thu nhập từ góp vốn, mua cổ phần",119.175,36.214,119175.0,36214.0
"Trừ (-) Thu nhập được miễn thuế TNDN:- Thu nhập từ góp vốn, mua cổ phần","Trừ (-) Thu nhập được miễn thuế TNDN:- Thu nhập từ góp vốn, mua cổ phần","Trừ (-) Thu nhập được miễn thuế TNDN:- Thu nhập từ góp vốn, mua cổ phần",119.175,36.214,119175.0,36214.0
Cộng (+) Chi phí không được khấu trừ khi xác định thu nhậpchiu thuế,Cộng (+) Chi phí không được khấu trừ khi xác định thu nhậpchiu thuế,Cộng (+) Chi phí không được khấu trừ khi xác định thu nhậpchiu thuế,34.760,13.945,34760.0,13945.0
Các khoản điều chỉnh làm tăng/(giảm) thu nhập chịu thuế khác,Các khoản điều chỉnh làm tăng/(giảm) thu nhập chịu thuế khác,Các khoản điều chỉnh làm tăng/(giảm) thu nhập chịu thuế khác,31.324,(145.520),31324.0,-145520.0
Thu nhập chịu thuế,Thu nhập chịu thuế,Thu nhập chịu thuế,19.485.685,20.838.082,19485685.0,20838082.0
Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hànhĐiều chỉnh chi phí thuế TNDN của các năm trước vào chi phíthuế TNDN hiện hành năm nay,Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hànhĐiều chỉnh chi phí thuế TNDN của các năm trước vào chi phíthuế TNDN hiện hành năm nay,Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hànhĐiều chỉnh chi phí thuế TNDN của các năm trước vào chi phíthuế TNDN hiện hành năm nay,3.897.137,4.167.616,3897137.0,4167616.0
Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hànhĐiều chỉnh chi phí thuế TNDN của các năm trước vào chi phíthuế TNDN hiện hành năm nay,Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hànhĐiều chỉnh chi phí thuế TNDN của các năm trước vào chi phíthuế TNDN hiện hành năm nay,Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hànhĐiều chỉnh chi phí thuế TNDN của các năm trước vào chi phíthuế TNDN hiện hành năm nay,16.885,32.083,16885.0,32083.0
Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,3.914.022,4.199.699,3914022.0,4199699.0
Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,2.385.237,2.293.886,2385237.0,2293886.0
Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(4.335.459),(4.108.348),-4335459.0,-4108348.0
Thuế TNDN còn phải nộp cuối năm,Thuế TNDN còn phải nộp cuối năm,Thuế TNDN còn phải nộp cuối năm,1.963.800,2.385.237,1963800.0,2385237.0
