row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2025 Triệu VND,Năm 2024 Triệu VND,numeric__Thuyết minh,numeric__Năm 2025 Triệu VND,numeric__Năm 2024 Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 Thu nhập lãi và các khoản thu nhập tương tự nhận được,01 Thu nhập lãi và các khoản thu nhập tương tự nhận được,56.890.567,50.231.051,,56890567.0,50231051.0,
02 Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Chi phí lãi và các chi phí tương tự đã trả,02 Chi phí lãi và các chi phí tương tự đã trả,(29.920.751),(23.737.584),,-29920751.0,-23737584.0,
03 Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03 Thu nhập từ hoạt động dịch vụ nhận được,03 Thu nhập từ hoạt động dịch vụ nhận được,2.580.073,2.672.118,,2580073.0,2672118.0,
"04 Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04 Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",2.636.825,1.822.938,,2636825.0,1822938.0,
05 Chi phí khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 Chi phí khác,05 Chi phí khác,(222.834),(164.089),,-222834.0,-164089.0,
"06 Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro","06 Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",1.084.336,740.938,,1084336.0,740938.0,
07 Tiền chi trả cho nhân viên và hoạt động quản lý,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07 Tiền chi trả cho nhân viên và hoạt động quản lý,07 Tiền chi trả cho nhân viên và hoạt động quản lý,(10.615.757),(10.747.138),,-10615757.0,-10747138.0,
08 Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,08 Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(4.335.459),(4.108.348),,-4335459.0,-4108348.0,
LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH TRƯỚC NHỮNG THAY ĐỐI VỀ TÀI SẢN VÀ CÔNG NỘ HOẠT ĐỘNG,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH TRƯỚC NHỮNG THAY ĐỐI VỀ TÀI SẢN VÀ CÔNG NỘ HOẠT ĐỘNG,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH TRƯỚC NHỮNG THAY ĐỐI VỀ TÀI SẢN VÀ CÔNG NỘ HOẠT ĐỘNG,18.097.000,16.709.886,,18097000.0,16709886.0,
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
