row_label_raw,row_label_full,col_0,31.12.2025Triệu VND,31.12.2024Triệu VND,numeric__31.12.2025Triệu VND,numeric__31.12.2024Triệu VND
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Chứng khoán Chính phủ,Chứng khoán nợ > Chứng khoán Chính phủ,Chứng khoán Chính phủ,1.274.577,841.743,1274577.0,841743.0
Chứng khoán nợ do các TCTD khác trong nước phát hành (i) (ii),Chứng khoán nợ > Chứng khoán nợ do các TCTD khác trong nước phát hành (i) (ii),Chứng khoán nợ do các TCTD khác trong nước phát hành (i) (ii),1.000.000,-,1000000.0,
Chứng khoán nợ do các TCKT trong nước phát hành (i) (ii),Chứng khoán nợ > Chứng khoán nợ do các TCKT trong nước phát hành (i) (ii),Chứng khoán nợ do các TCKT trong nước phát hành (i) (ii),270.000,-,270000.0,
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCTD khác trong nước phát hành,Chứng khoán vốn do các TCTD khác trong nước phát hành,1.866.996,1.330.831,1866996.0,1330831.0
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,2.296.785,1.856.514,2296785.0,1856514.0
Tổng chứng khoán kinh doanh,Chứng khoán vốn > Tổng chứng khoán kinh doanh,Tổng chứng khoán kinh doanh,6.708.358,4.029.088,6708358.0,4029088.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,(163.476),(147.937),-163476.0,-147937.0
,,,6.544.882,3.881.151,6544882.0,3881151.0
