row_label_raw,row_label_full,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam (“Techcombank”) (*),"31/12/2017 > Tỷ lệ sở hữu trên vốn cổ phần > 20,0%","31/12/2017 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 20,0%",31/12/2017 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 8.910.399,31/12/2017 > Dự phòng Triệu VND > -,31/12/2017 > Giá trị hợp lý Triệu VND > (**),"1/1/2017 > Tỷ lệ sở hữu trên vốn cổ phần > 19,5%","1/1/2017 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 19,5%",1/1/2017 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 9.807.843,1/1/2017 > Dự phòng Triệu VND > -,"numeric__31/12/2017 > Tỷ lệ sở hữu trên vốn cổ phần > 20,0%","numeric__31/12/2017 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 20,0%",numeric__31/12/2017 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 8.910.399,numeric__31/12/2017 > Dự phòng Triệu VND > -,numeric__31/12/2017 > Giá trị hợp lý Triệu VND > (**),"numeric__1/1/2017 > Tỷ lệ sở hữu trên vốn cổ phần > 19,5%","numeric__1/1/2017 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 19,5%",numeric__1/1/2017 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 9.807.843,numeric__1/1/2017 > Dự phòng Triệu VND > -
Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),"32,8%","32,8%",249.392,-,(**),"32,8%","32,8%",249.392,-,0.32799999999999996,0.32799999999999996,249392.0,,,0.32799999999999996,0.32799999999999996,249392.0,
Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),"25,0%","25,0%",9.719,-,(**),"25,0%","25,0%",9.299,-,0.25,0.25,9719.0,,,0.25,0.25,9299.0,
Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),"25,0%","25,0%",7.252,-,(**),"25,0%","25,0%",7.545,-,0.25,0.25,7252.0,,,0.25,0.25,7545.0,
"Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ Đồng Nai (“Donatraco”)","Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ Đồng Nai (“Donatraco”)","Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ Đồng Nai (“Donatraco”)","21,3%","21,3%",9.375,-,(**),"21,3%","21,3%",9.487,-,0.213,0.213,9375.0,,,0.213,0.213,9487.0,
Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),"24,9%","24,9%",2.135.490,-,(**),"24,9%","24,9%",2.135.490,-,0.249,0.249,2135490.0,,,0.249,0.249,2135490.0,
,,,,,11.321.627,-,(**),,,12.219.056,-,,,11321627.0,,,,,12219056.0,
