row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2017 Triệu VND,1/1/2017 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 Triệu VND,numeric__1/1/2017 Triệu VND
Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),200,,48.383.585,50.162.832,200.0,,48383585.0,50162832.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,7,1.453.961,1.817.067,210.0,7.0,1453961.0,1817067.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,,96.400,369.700,215.0,,96400.0,369700.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,1.357.561,1.447.367,216.0,,1357561.0,1447367.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,29.829.534,29.821.492,220.0,,29829534.0,29821492.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,9,23.768.050,23.317.266,221.0,9.0,23768050.0,23317266.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,29.897.094,27.576.775,222.0,,29897094.0,27576775.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(6.129.044),(4.259.509),223.0,,-6129044.0,-4259509.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,10,4.487,17.947,224.0,10.0,4487.0,17947.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,67.300,67.300,225.0,,67300.0,67300.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(62.813),(49.353),226.0,,-62813.0,-49353.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,6.056.997,6.486.279,227.0,11.0,6056997.0,6486279.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,8.112.958,7.989.536,228.0,,8112958.0,7989536.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(2.055.961),(1.503.257),229.0,,-2055961.0,-1503257.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,1.838.001,2.356.227,240.0,,1838001.0,2356227.0
Chỉ phí xây dựng cơ bản dở dang,Chỉ phí xây dựng cơ bản dở dang,Chỉ phí xây dựng cơ bản dở dang,242,12,1.838.001,2.356.227,242.0,12.0,1838001.0,2356227.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,6,11.338.355,12.240.702,250.0,6.0,11338355.0,12240702.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,,11.321.627,12.219.056,252.0,,11321627.0,12219056.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,21.646,21.646,253.0,,21646.0,21646.0
Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(4.918),-,254.0,,-4918.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,3.923.734,3.927.344,260.0,,3923734.0,3927344.0
Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,261,13,2.990.882,2.869.569,261.0,13.0,2990882.0,2869569.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,14,300.831,313.272,262.0,14.0,300831.0,313272.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,15,632.021,744.503,269.0,15.0,632021.0,744503.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,63.528.522,73.039.038,270.0,,63528522.0,73039038.0
