row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2017 Triệu VND,1/1/2017 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 Triệu VND,numeric__1/1/2017 Triệu VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),100,,15.144.937,22.876.206,100.0,,15144937.0,22876206.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,7.417.111,13.148.938,110.0,5.0,7417111.0,13148938.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,320.723,941.318,111.0,,320723.0,941318.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,7.096.388,12.207.620,112.0,,7096388.0,12207620.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,6,640.069,1.771.012,120.0,6.0,640069.0,1771012.0
Đầu tư nằm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,,640.069,1.771.012,123.0,,640069.0,1771012.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,7,2.247.100,2.277.055,130.0,7.0,2247100.0,2277055.0
Phải thu của khách hàng,TÀI SẢN > Phải thu của khách hàng,Phải thu của khách hàng,131,,1.221.821,1.295.848,131.0,,1221821.0,1295848.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,,277.698,283.315,132.0,,277698.0,283315.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,,864.228,739.100,136.0,,864228.0,739100.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,,(116.647),(41.208),137.0,,-116647.0,-41208.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,8,4.333.097,5.389.531,140.0,8.0,4333097.0,5389531.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,4.347.552,5.416.696,141.0,,4347552.0,5416696.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(14.455),(27.165),149.0,,-14455.0,-27165.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,507.560,289.670,150.0,,507560.0,289670.0
Chỉ phí trả trước ngắn hạn,TÀI SẢN > Chỉ phí trả trước ngắn hạn,Chỉ phí trả trước ngắn hạn,151,,87.233,106.482,151.0,,87233.0,106482.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,389.953,171.398,152.0,,389953.0,171398.0
Thuế phải thu Nhà nước,TÀI SẢN > Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,16(a),30.374,11.790,153.0,,30374.0,11790.0
