row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2017 Triệu VND,2016 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2017 Triệu VND,numeric__2016 Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
Tiền thu từ phát hành cổ phiếu và góp vốn từ cổ đông không kiểm soát,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu và góp vốn từ cổ đông không kiểm soát,Tiền thu từ phát hành cổ phiếu và góp vốn từ cổ đông không kiểm soát,31,,3.512.651,15.579.566,31.0,,3512651.0,15579566.0
Tiền chi mua lại các công cụ vốn chủ sở hữu và cổ phiếu quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi mua lại các công cụ vốn chủ sở hữu và cổ phiếu quỹ,Tiền chi mua lại các công cụ vốn chủ sở hữu và cổ phiếu quỹ,32,,(5.877.224),(908.037),32.0,,-5877224.0,-908037.0
Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,,24.017.010,29.017.143,33.0,,24017010.0,29017143.0
Tiền chi trả nợ gốc vay và trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ gốc vay và trái phiếu,Tiền chi trả nợ gốc vay và trái phiếu,34,,(30.558.296),(23.625.559),34.0,,-30558296.0,-23625559.0
Tiền chi trả nợ thuê tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ thuê tài chính,Tiền chi trả nợ thuê tài chính,35,,(16.272),(14.155),35.0,,-16272.0,-14155.0
Tiền chi trả cổ tức cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả cổ tức cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,Tiền chi trả cổ tức cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,36,,(2.712.948),(177.474),36.0,,-2712948.0,-177474.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(11.635.079),19.871.484,40.0,,-11635079.0,19871484.0
Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),50,,(5.734.668),4.825.458,50.0,,-5734668.0,4825458.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,13.148.938,8.324.476,60.0,,13148938.0,8324476.0
Ảnh hưởng của thay đổi tỷ giá hối đoái,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,61,,2.841,(996),61.0,,2841.0,-996.0
Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),70,5,7.417.111,13.148.938,70.0,5.0,7417111.0,13148938.0
