row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.356.227,5.480.035,2356227.0,5480035.0
Tăng do mua một công ty con,Tăng do mua một công ty con,Tăng do mua một công ty con,-,513,,513.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,2.006.997,2.660.537,2006997.0,2660537.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(2.333.864),(4.967.746),-2333864.0,-4967746.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(121.156),(28.826),-121156.0,-28826.0
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,(68.100),(769.143),-68100.0,-769143.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,(1.363),(14.494),-1363.0,-14494.0
Thanh lý,Thanh lý,Thanh lý,-,(4.583),,-4583.0
Xóa số,Xóa số,Xóa số,(740),(66),-740.0,-66.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.838.001,2.356.227,1838001.0,2356227.0
