row_label_raw,row_label_full,col_0,1/1/2017Triệu VND,Được ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhấtTriệu VND,31/12/2017Triệu VND,numeric__1/1/2017Triệu VND,numeric__Được ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhấtTriệu VND,numeric__31/12/2017Triệu VND
Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,306.554,(37.653),268.901,306554.0,-37653.0,268901.0
Lãi chưa thực hiện đối với các giao dịch nội bộ,Lãi chưa thực hiện đối với các giao dịch nội bộ,Lãi chưa thực hiện đối với các giao dịch nội bộ,6.718,14.921,21.639,6718.0,14921.0,21639.0
Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,-,8.299,8.299,,8299.0,8299.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,(719.720),43.508,(676.212),-719720.0,43508.0,-676212.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,(854.124),70.939,(783.185),-854124.0,70939.0,-783185.0
,,,(1.260.572),100.014,(1.160.558),-1260572.0,100014.0,-1160558.0
