row_label_raw,row_label_full,col_0,2017,2017_1,2016,2016_1,numeric__2017,numeric__2017_1,numeric__2016,numeric__2016_1
,,,%,Triệu VND,%,Triệu VND,,,,
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,"100,0%",4.138.637,"100,0%",4.446.403,1.0,4138637.0,1.0,4446403.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"20,0%",827.727,"20,0%",889.281,0.2,827727.0,0.2,889281.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"(9,3%)",(386.264),"(12,5%)",(554.964),,-386264.0,,-554964.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"2,8%",116.082,"0,4%",17.931,0.027999999999999997,116082.0,0.004,17931.0
Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết,"1,8%",74.932,"2,4%",108.066,0.018000000000000002,74932.0,0.024,108066.0
Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết,"(9,9%)",(408.846),"(4,4%)",(195.988),,-408846.0,,-195988.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,"8,8%",363.909,"10,3%",455.256,0.08800000000000001,363909.0,0.10300000000000001,455256.0
Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,Thu nhập không bị tính thuế,-,-,"(0,6%)",(28.031),,,,-28031.0
Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,Dự phòng thiếu trong những năm trước,"0,7%",30.981,"0,3%",15.484,0.006999999999999999,30981.0,0.003,15484.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,"(2,1%)",(87.574),"(0,7%)",(33.129),,-87574.0,,-33129.0
,,,"12,8%",530.947,"15,2%",673.906,0.128,530947.0,0.152,673906.0
