row_label_raw,row_label_full,col_0,Quyền khai thác mô Triệu VND,Chỉ phí phục hồi môi trường mô Triệu VND,Trợ cấp thời việc Triệu VND,Tổng Triệu VND,numeric__Quyền khai thác mô Triệu VND,numeric__Chỉ phí phục hồi môi trường mô Triệu VND,numeric__Trợ cấp thời việc Triệu VND,numeric__Tổng Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,561.742,22.603,40.949,625.294,561742.0,22603.0,40949.0,625294.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,41.607,1.741,9.411,52.759,41607.0,1741.0,9411.0,52759.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,(102.898),-,(1.460),(104.358),-102898.0,,-1460.0,-104358.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,500.451,24.344,48.900,573.695,500451.0,24344.0,48900.0,573695.0
