row_label_raw,row_label_full,STT,Tên công ty,col_2,Hoạt động chính,Trụ sở,Tỷ lệ lợi ích tại,Tỷ lệ lợi ích tại_1,numeric__Tên công ty,numeric__col_2,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Tỷ lệ lợi ích tại,numeric__Tỷ lệ lợi ích tại_1
STT,STT,STT,Tên công ty,,Hoạt động chính,Trụ sở,31/12/2017,1/1/2017,,,,,,
26,STT > 26,26,Công ty TNHH Một Thành viên Tài nguyên Masan Thái Nguyên (“MRTN”),(ii),Tư vấn quản lý đầu tư,"Phòng 802, Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","96,0%","93,8%",,,,,0.96,0.938
27,STT > 27,27,Công ty TNHH Một Thành viên Thương mại và Đầu tư Thái Nguyên (“TNTI”),(ii),Tư vấn quản lý đầu tư,"Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","96,0%","93,8%",,,,,0.96,0.938
28,STT > 28,28,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo (“NPM”),(ii),Khai thác và chế biến quãng,"Xã Hà Thượng, Huyện Đại Từ, Tinh Thái Nguyên, Việt Nam","96,0%","93,8%",,,,,0.96,0.938
29,STT > 29,29,Công ty TNHH Tinh luyện Vonfram Núi Pháo – H.C.Starck (“NPHCS”),(ii),Khai thác sâu kim loại màu và kim loại quý (tungsten),"Thôn 11, Xã Hà Thượng, Huyện Đại Từ, Tinh Thái Nguyên, Việt Nam","49,0%","47,8%",,,,,0.49,0.478
30,STT > 30,30,Công ty TNHH Kenji (“Kenji”) (**),(iii),Tư vấn quản lý đầu tư,"Tầng 6, Tòa nhà Mê Linh Point, 2 Ngô Đức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",-,"89,4%",,,,,,0.894
31,STT > 31,31,Công ty TNHH Shika (“Shika”) (**),(iii),Tư vấn quản lý đầu tư,"Tầng 6, Tòa nhà Mê Linh Point, 2 Ngô Đức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",-,"89,4%",,,,,,0.894
32,STT > 32,32,Công ty Cổ phần Meiji (“Meiji”) (**),(iii),Tư vấn quản lý đầu tư,"Tầng 12, Tòa nhà MPlaza Saigon, 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",-,"89,4%",,,,,,0.894
