row_label_raw,row_label_full,STT,Tên công ty,Tên công ty_1,Hoạt động chính,Trụ sở,Tỷ lệ lợi ích tại,Tỷ lệ lợi ích tại_1,numeric__Tên công ty,numeric__Tên công ty_1,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Tỷ lệ lợi ích tại,numeric__Tỷ lệ lợi ích tại_1
STT,STT,STT,Tên công ty,Tên công ty,Hoạt động chính,Trụ sở,31/12/2017,1/1/2017,,,,,,
11,STT > 11,11,Công ty TNHH Một Thành viên Masan HD (“MHD”),(i),Sản xuất thực phẩm tiện lợi,"Lô 22, Khu Công nghiệp Đại An, Phường Tứ Minh, Thành phố Hải Dương, Việt Nam","82,4%","83,1%",,,,,0.8240000000000001,0.831
12,STT > 12,12,Công ty Cổ phần Ma San PQ (“MPQ”),(i),Sản xuất gia vị,"Khu 1, Thôn Suối Đa, Xã Dương Tô, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam","82,4%","83,1%",,,,,0.8240000000000001,0.831
13,STT > 13,13,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc (“NPQ”),(i),Sản xuất gia vị,"Khu 1, Thôn Suối Đa, Xã Dương Tô, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam","82,4%","83,1%",,,,,0.8240000000000001,0.831
14,STT > 14,14,Công ty Cổ phần VinaCafé Biên Hòa (“VCF”),(i),Sản xuất đồ uống,"Khu Công nghiệp Biên Hòa 1, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam","56,4%","56,9%",,,,,0.564,0.569
15,STT > 15,15,Công ty Cổ phần Sản xuất Thương mại CDN (“CDN”),(i),Sản xuất và kinh doanh đồ uống,"Lô C I.III-3+5+7, Khu Công nghiệp Long Thành, Xã Tâm An, Huyện Long Thành, Tỉnh Đồng Nai, Việt Nam","47,9%","48,4%",,,,,0.479,0.484
16,STT > 16,16,Công ty Cổ phần Nước khoáng Vĩnh Hảo (“VHC”),(i),Sản xuất và kinh doanh đồ uống và bao bì,"Thôn Vĩnh Sơn, Xã Vĩnh Hảo, Huyện Tuy Phong, Tỉnh Bình Thuận, Việt Nam","72,9%","73,6%",,,,,0.7290000000000001,0.736
17,STT > 17,17,Công ty Cổ phần Thương mại Dịch vụ và Sản xuất Krôngpha (“KRP”),(i),Sản xuất đồ uống,"Km số 37, Quốc lộ 27, Thị trấn Tân Sơn, Huyện Ninh Sơn, Tỉnh Ninh Thuận, Việt Nam","72,9%","73,6%",,,,,0.7290000000000001,0.736
18,STT > 18,18,Công ty TNHH Một Thành viên Masan Beverage (“MSB”),(i),Sản xuất và kinh doanh đồ uống,"Tầng 12, Tòa nhà MPlaza Saigon, 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","82,4%","83,1%",,,,,0.8240000000000001,0.831
