row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,31/12/2017Triệu VND,1/1/2017Triệu VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__31/12/2017Triệu VND,numeric__1/1/2017Triệu VND
Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,VND,"4,9% - 8,0%",999.595,1.258.930,,,999595.0,1258930.0
Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,USD,"4,0% - 5,5%",1.225.254,831.418,,,1225254.0,831418.0
Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,VND,"3,4% - 5,3%",4.358.636,5.121.089,,,4358636.0,5121089.0
Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,USD,"2,4%",86.340,165.395,,0.024,86340.0,165395.0
Khoản vay không đảm bảo,Khoản vay không đảm bảo,Khoản vay không đảm bảo,USD,"6,0%",603.939,570.681,,0.06,603939.0,570681.0
,,,,,7.273.764,7.947.513,,,7273764.0,7947513.0
