row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2017 Triệu VND,2016 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2017 Triệu VND,numeric__2016 Triệu VND
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,01,25,38.980.236,45.100.176,1.0,25.0,38980236.0,45100176.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,25,1.359.590,1.803.112,2.0,25.0,1359590.0,1803112.0
Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),10,25,37.620.646,43.297.064,10.0,25.0,37620646.0,43297064.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,26,25.988.836,30.366.979,11.0,26.0,25988836.0,30366979.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,11.631.810,12.930.085,20.0,,11631810.0,12930085.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,27,1.404.660,769.194,21.0,27.0,1404660.0,769194.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,28,3.695.584,3.291.226,22.0,28.0,3695584.0,3291226.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,3.435.322,3.112.480,23.0,,3435322.0,3112480.0
Phần lãi trong các công ty liên kết,Phần lãi trong các công ty liên kết,Phần lãi trong các công ty liên kết,24,6,2.044.230,979.938,24.0,6.0,2044230.0,979938.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,29,5.290.872,4.970.503,25.0,29.0,5290872.0,4970503.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,30,1.912.357,1.936.381,26.0,30.0,1912357.0,1936381.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,4.181.887,4.481.107,30.0,,4181887.0,4481107.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,17.557,14.672,31.0,,17557.0,14672.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,60.807,49.376,32.0,,60807.0,49376.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,(43.250),(34.704),40.0,,-43250.0,-34704.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40) (mang sang trang sau),Lợi nhuận kế toán trước thuế (50 = 30 + 40) (mang sang trang sau),Lợi nhuận kế toán trước thuế (50 = 30 + 40) (mang sang trang sau),50,,4.138.637,4.446.403,50.0,,4138637.0,4446403.0
