row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,430.625.596.657,260.484.264.767,430625596657.0,260484264767.0
Phải thu từ hoạt động xây lắp,Phải thu từ hoạt động xây lắp,Phải thu từ hoạt động xây lắp,170.859.079.471,155.611.250.274,170859079471.0,155611250274.0
Phải thu từ hoạt động sản xuất và kinh doanh điện,Phải thu từ hoạt động sản xuất và kinh doanh điện,Phải thu từ hoạt động sản xuất và kinh doanh điện,207.895.971.133,133.327.472.708,207895971133.0,133327472708.0
Phải thu ngắn hạn từ các hoạt động khác,Phải thu ngắn hạn từ các hoạt động khác,Phải thu ngắn hạn từ các hoạt động khác,14.628.774.375,28.874.072.923,14628774375.0,28874072923.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,824.009.421.636,578.297.060.672,824009421636.0,578297060672.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(14.196.713.795),(7.616.602.651),-14196713795.0,-7616602651.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ các khách hàng khác,Trong đó: > Phải thu ngắn hạn từ các khách hàng khác,Phải thu ngắn hạn từ các khách hàng khác,821.098.377.781,578.297.060.672,821098377781.0,578297060672.0
Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 34),Trong đó: > Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 34),Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 34),2.911.043.855,-,2911043855.0,
Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,,
Các khách hàng mua nhà tại Dự án Hà Đỏ Centrosa Garden,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Các khách hàng mua nhà tại Dự án Hà Đỏ Centrosa Garden,Các khách hàng mua nhà tại Dự án Hà Đỏ Centrosa Garden,368.683.534.987,215.124.442.935,368683534987.0,215124442935.0
Tổng Công ty Điện lực Miền Bắc,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Tổng Công ty Điện lực Miền Bắc,Tổng Công ty Điện lực Miền Bắc,125.410.208.804,40.098.720.285,125410208804.0,40098720285.0
Công ty Mua bán điện,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Công ty Mua bán điện,Công ty Mua bán điện,51.424.480.796,69.149.151.955,51424480796.0,69149151955.0
