row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28.1,4.999.229.572.070,4.307.684.976.110,,281.0,4999229572070.0,4307684976110.0
02,02,02,2. Các khoản giảm trừ doanh thu,28.1,(651.816.635),(423.515.347),,281.0,-651816635.0,-423515347.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,4.998.577.755.435,4.307.261.460.763,,281.0,4998577755435.0,4307261460763.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(2.922.132.801.729),(2.514.952.079.551),,29.0,-2922132801729.0,-2514952079551.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.076.444.953.706,1.792.309.381.212,,,2076444953706.0,1792309381212.0
21,21,21,6. Doanh thu hoạt động tài chính,28.2,45.021.144.708,87.416.529.688,,282.0,45021144708.0,87416529688.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,30,(370.171.307.233) (362.157.788.933),(235.871.643.080) (228.017.694.844),,30.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,30,(370.171.307.233) (362.157.788.933),(235.871.643.080) (228.017.694.844),,30.0,,
25,25,25,9. Chi phí bán hàng,31,(14.171.057.559),(20.995.282.616),,31.0,-14171057559.0,-20995282616.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,(191.846.398.930),(229.393.904.104),,31.0,-191846398930.0,-229393904104.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,1.545.277.334.692,1.393.465.081.100,,,1545277334692.0,1393465081100.0
31,31,31,12. Thu nhập khác,,5.259.775.730,15.583.681.621,,,5259775730.0,15583681621.0
32,32,32,13. Chi phí khác,,(10.077.393.068),(23.072.403.541),,,-10077393068.0,-23072403541.0
40,40,40,14. Lỗ khác,,(4.817.617.338),(7.488.721.920),,,-4817617338.0,-7488721920.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuê,,1.540.459.717.354,1.385.976.359.180,,,1540459717354.0,1385976359180.0
51,51,51,16. Chi phí thuế TNDN hiện hành,33.1,(286.593.566.484),(248.732.362.403),,331.0,-286593566484.0,-248732362403.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,33.3,(7.818.740),(27.670.032.652),,333.0,-7818740.0,-27670032652.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,1.253.858.332.130,1.109.573.964.125,,,1253858332130.0,1109573964125.0
